Time,DriverNumber,LapTime,LapNumber,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Stint,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate
0 days 00:35:00.818000,10,,1,0 days 00:00:06.745000,,,0 days 00:00:31.058000,0 days 00:00:29.669000,,0 days 00:34:31.257000,0 days 00:35:01.017000,330.0,329.0,313.0,262.0,False,SOFT,4.0,False,1,0 days 00:33:28.079000,AlphaTauri,GAS,1,False,2020-09-06 13:13:28.275
0 days 00:36:27.957000,10,0 days 00:01:27.139000,2,,,0 days 00:00:28.216000,0 days 00:00:30.088000,0 days 00:00:28.835000,0 days 00:35:29.034000,0 days 00:35:59.122000,0 days 00:36:27.957000,319.0,320.0,313.0,320.0,False,SOFT,5.0,False,1,0 days 00:35:00.818000,AlphaTauri,GAS,1,True,2020-09-06 13:15:01.014
0 days 00:37:54.493000,10,0 days 00:01:26.536000,3,,,0 days 00:00:28.147000,0 days 00:00:29.608000,0 days 00:00:28.781000,0 days 00:36:56.104000,0 days 00:37:25.712000,0 days 00:37:54.493000,318.0,336.0,313.0,316.0,False,SOFT,6.0,False,1,0 days 00:36:27.957000,AlphaTauri,GAS,1,True,2020-09-06 13:16:28.153
0 days 00:39:20.748000,10,0 days 00:01:26.255000,4,,,0 days 00:00:28.078000,0 days 00:00:29.545000,0 days 00:00:28.632000,0 days 00:38:22.571000,0 days 00:38:52.116000,0 days 00:39:20.748000,320.0,339.0,310.0,329.0,False,SOFT,7.0,False,1,0 days 00:37:54.493000,AlphaTauri,GAS,1,True,2020-09-06 13:17:54.689
0 days 00:40:46.944000,10,0 days 00:01:26.196000,5,,,0 days 00:00:27.948000,0 days 00:00:29.540000,0 days 00:00:28.708000,0 days 00:39:48.696000,0 days 00:40:18.236000,0 days 00:40:46.944000,321.0,334.0,311.0,335.0,False,SOFT,8.0,False,1,0 days 00:39:20.748000,AlphaTauri,GAS,1,True,2020-09-06 13:19:20.944
0 days 00:42:13.308000,10,0 days 00:01:26.364000,6,,,0 days 00:00:27.969000,0 days 00:00:29.590000,0 days 00:00:28.805000,0 days 00:41:14.913000,0 days 00:41:44.503000,0 days 00:42:13.308000,318.0,330.0,310.0,342.0,False,SOFT,9.0,False,1,0 days 00:40:46.944000,AlphaTauri,GAS,1,True,2020-09-06 13:20:47.140
0 days 00:43:39.468000,10,0 days 00:01:26.160000,7,,,0 days 00:00:27.907000,0 days 00:00:29.308000,0 days 00:00:28.945000,0 days 00:42:41.215000,0 days 00:43:10.523000,0 days 00:43:39.468000,316.0,336.0,310.0,337.0,False,SOFT,10.0,False,1,0 days 00:42:13.308000,AlphaTauri,GAS,1,True,2020-09-06 13:22:13.504
0 days 00:45:05.953000,10,0 days 00:01:26.485000,8,,,0 days 00:00:27.975000,0 days 00:00:29.691000,0 days 00:00:28.819000,0 days 00:44:07.443000,0 days 00:44:37.134000,0 days 00:45:05.953000,320.0,330.0,313.0,325.0,False,SOFT,11.0,False,1,0 days 00:43:39.468000,AlphaTauri,GAS,2,True,2020-09-06 13:23:39.664
0 days 00:46:32.182000,10,0 days 00:01:26.229000,9,,,0 days 00:00:27.946000,0 days 00:00:29.712000,0 days 00:00:28.571000,0 days 00:45:33.899000,0 days 00:46:03.611000,0 days 00:46:32.182000,317.0,330.0,312.0,338.0,False,SOFT,12.0,False,1,0 days 00:45:05.953000,AlphaTauri,GAS,1,True,2020-09-06 13:25:06.149
0 days 00:47:58.339000,10,0 days 00:01:26.157000,10,,,0 days 00:00:27.870000,0 days 00:00:29.610000,0 days 00:00:28.677000,0 days 00:47:00.052000,0 days 00:47:29.662000,0 days 00:47:58.339000,320.0,331.0,311.0,336.0,False,SOFT,13.0,False,1,0 days 00:46:32.182000,AlphaTauri,GAS,1,True,2020-09-06 13:26:32.378
0 days 00:49:24.539000,10,0 days 00:01:26.200000,11,,,0 days 00:00:28.030000,0 days 00:00:29.656000,0 days 00:00:28.514000,0 days 00:48:26.369000,0 days 00:48:56.025000,0 days 00:49:24.539000,314.0,318.0,312.0,332.0,False,SOFT,14.0,False,1,0 days 00:47:58.339000,AlphaTauri,GAS,1,True,2020-09-06 13:27:58.535
0 days 00:50:50.586000,10,0 days 00:01:26.047000,12,,,0 days 00:00:28.009000,0 days 00:00:29.438000,0 days 00:00:28.600000,0 days 00:49:52.548000,0 days 00:50:21.986000,0 days 00:50:50.586000,315.0,320.0,311.0,320.0,False,SOFT,15.0,False,1,0 days 00:49:24.539000,AlphaTauri,GAS,1,True,2020-09-06 13:29:24.735
0 days 00:52:17.018000,10,0 days 00:01:26.432000,13,,,0 days 00:00:28.156000,0 days 00:00:29.602000,0 days 00:00:28.674000,0 days 00:51:18.742000,0 days 00:51:48.344000,0 days 00:52:17.018000,,317.0,309.0,319.0,False,SOFT,16.0,False,1,0 days 00:50:50.586000,AlphaTauri,GAS,1,True,2020-09-06 13:30:50.782
0 days 00:53:43.326000,10,0 days 00:01:26.308000,14,,,0 days 00:00:28.109000,0 days 00:00:29.530000,0 days 00:00:28.669000,0 days 00:52:45.127000,0 days 00:53:14.657000,0 days 00:53:43.326000,312.0,320.0,310.0,323.0,False,SOFT,17.0,False,1,0 days 00:52:17.018000,AlphaTauri,GAS,1,True,2020-09-06 13:32:17.214
0 days 00:55:09.676000,10,0 days 00:01:26.350000,15,,,0 days 00:00:28.067000,0 days 00:00:29.696000,0 days 00:00:28.587000,0 days 00:54:11.393000,0 days 00:54:41.089000,0 days 00:55:09.676000,310.0,317.0,311.0,330.0,False,SOFT,18.0,False,1,0 days 00:53:43.326000,AlphaTauri,GAS,1,True,2020-09-06 13:33:43.522
0 days 00:56:35.942000,10,0 days 00:01:26.266000,16,,,0 days 00:00:28.170000,0 days 00:00:29.545000,0 days 00:00:28.551000,0 days 00:55:37.846000,0 days 00:56:07.391000,0 days 00:56:35.942000,311.0,317.0,309.0,321.0,False,SOFT,19.0,False,1,0 days 00:55:09.676000,AlphaTauri,GAS,1,True,2020-09-06 13:35:09.872
