Time,DriverNumber,LapTime,LapNumber,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Stint,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate,PitLap
0 days 02:22:11.881000,55,0 days 00:01:36.881000,10,,,0 days 00:00:26.042000,0 days 00:00:44.605000,0 days 00:00:26.234000,0 days 02:21:01.042000,0 days 02:21:45.647000,0 days 02:22:11.881000,157.0,134.0,244.0,266.0,False,HARD,10.0,True,2,0 days 02:20:35,Ferrari,SAI,2,True,2022-05-29 14:21:35.021,
0 days 02:23:47.768000,55,0 days 00:01:35.887000,11,,,0 days 00:00:25.633000,0 days 00:00:44.317000,0 days 00:00:25.937000,0 days 02:22:37.514000,0 days 02:23:21.831000,0 days 02:23:47.768000,158.0,137.0,245.0,267.0,False,HARD,11.0,True,2,0 days 02:22:11.881000,Ferrari,SAI,2,True,2022-05-29 14:23:11.902,
0 days 02:25:23.143000,55,0 days 00:01:35.375000,12,,,0 days 00:00:25.237000,0 days 00:00:44.532000,0 days 00:00:25.606000,0 days 02:24:13.005000,0 days 02:24:57.537000,0 days 02:25:23.143000,165.0,135.0,245.0,268.0,False,HARD,12.0,True,2,0 days 02:23:47.768000,Ferrari,SAI,1,True,2022-05-29 14:24:47.789,
0 days 02:26:56.822000,55,0 days 00:01:33.679000,13,,,0 days 00:00:24.640000,0 days 00:00:43.510000,0 days 00:00:25.529000,0 days 02:25:47.783000,0 days 02:26:31.293000,0 days 02:26:56.822000,167.0,143.0,244.0,268.0,False,HARD,13.0,True,2,0 days 02:25:23.143000,Ferrari,SAI,1,True,2022-05-29 14:26:23.164,
0 days 02:28:29.817000,55,0 days 00:01:32.995000,14,,,0 days 00:00:24.678000,0 days 00:00:42.722000,0 days 00:00:25.595000,0 days 02:27:21.500000,0 days 02:28:04.222000,0 days 02:28:29.817000,,145.0,245.0,269.0,False,HARD,14.0,True,2,0 days 02:26:56.822000,Ferrari,SAI,1,True,2022-05-29 14:27:56.843,
0 days 02:30:02.422000,55,0 days 00:01:32.605000,15,,,0 days 00:00:24.559000,0 days 00:00:42.449000,0 days 00:00:25.597000,0 days 02:28:54.376000,0 days 02:29:36.825000,0 days 02:30:02.422000,168.0,151.0,244.0,270.0,False,HARD,15.0,True,2,0 days 02:28:29.817000,Ferrari,SAI,1,True,2022-05-29 14:29:29.838,
0 days 02:31:34.727000,55,0 days 00:01:32.305000,16,,,0 days 00:00:24.404000,0 days 00:00:42.466000,0 days 00:00:25.435000,0 days 02:30:26.826000,0 days 02:31:09.292000,0 days 02:31:34.727000,170.0,152.0,245.0,270.0,False,HARD,16.0,True,2,0 days 02:30:02.422000,Ferrari,SAI,1,True,2022-05-29 14:31:02.443,
0 days 02:33:07.087000,55,0 days 00:01:32.360000,17,,,0 days 00:00:24.427000,0 days 00:00:42.391000,0 days 00:00:25.542000,0 days 02:31:59.154000,0 days 02:32:41.545000,0 days 02:33:07.087000,,155.0,246.0,270.0,False,HARD,17.0,True,2,0 days 02:31:34.727000,Ferrari,SAI,1,True,2022-05-29 14:32:34.748,
0 days 02:34:39.089000,55,0 days 00:01:32.002000,18,,,0 days 00:00:24.291000,0 days 00:00:42.271000,0 days 00:00:25.440000,0 days 02:33:31.378000,0 days 02:34:13.649000,0 days 02:34:39.089000,171.0,158.0,245.0,270.0,False,HARD,18.0,True,2,0 days 02:33:07.087000,Ferrari,SAI,2,True,2022-05-29 14:34:07.108,
0 days 02:36:10.864000,55,0 days 00:01:31.775000,19,,,0 days 00:00:24.367000,0 days 00:00:42.080000,0 days 00:00:25.328000,0 days 02:35:03.456000,0 days 02:35:45.536000,0 days 02:36:10.864000,,154.0,247.0,270.0,False,HARD,19.0,True,2,0 days 02:34:39.089000,Ferrari,SAI,1,True,2022-05-29 14:35:39.110,
0 days 02:37:42.515000,55,0 days 00:01:31.651000,20,,,0 days 00:00:24.284000,0 days 00:00:41.867000,0 days 00:00:25.500000,0 days 02:36:35.148000,0 days 02:37:17.015000,0 days 02:37:42.515000,175.0,157.0,247.0,270.0,False,HARD,20.0,True,2,0 days 02:36:10.864000,Ferrari,SAI,1,True,2022-05-29 14:37:10.885,
0 days 02:39:30.066000,55,0 days 00:01:47.551000,21,,0 days 02:39:06.161000,0 days 00:00:24.020000,0 days 00:00:42.177000,0 days 00:00:41.354000,0 days 02:38:06.535000,0 days 02:38:48.712000,0 days 02:39:30.066000,173.0,152.0,,269.0,False,HARD,21.0,True,2,0 days 02:37:42.515000,Ferrari,SAI,2,False,2022-05-29 14:38:42.536,21.0
0 days 02:41:04.139000,55,0 days 00:01:34.073000,22,0 days 02:39:30.765000,,0 days 00:00:29.505000,0 days 00:00:41.042000,0 days 00:00:23.526000,0 days 02:39:59.571000,0 days 02:40:40.613000,0 days 02:41:04.139000,157.0,156.0,252.0,275.0,False,HARD,22.0,True,2,0 days 02:39:30.066000,Ferrari,SAI,1,False,2022-05-29 14:40:30.087,
0 days 02:42:34.299000,55,0 days 00:01:30.160000,23,,,0 days 00:00:23.645000,0 days 00:00:40.587000,0 days 00:00:25.928000,0 days 02:41:27.784000,0 days 02:42:08.371000,0 days 02:42:34.299000,165.0,159.0,217.0,260.0,False,HARD,23.0,True,2,0 days 02:41:04.139000,Ferrari,SAI,1,True,2022-05-29 14:42:04.160,
0 days 02:44:00.452000,55,0 days 00:01:26.153000,24,,,0 days 00:00:24.403000,0 days 00:00:38.801000,0 days 00:00:22.949000,0 days 02:42:58.702000,0 days 02:43:37.503000,0 days 02:44:00.452000,172.0,172.0,254.0,278.0,False,HARD,24.0,True,2,0 days 02:42:34.299000,Ferrari,SAI,1,True,2022-05-29 14:43:34.320,
0 days 02:45:23.150000,55,0 days 00:01:22.698000,25,,,0 days 00:00:22.724000,0 days 00:00:38.011000,0 days 00:00:21.963000,0 days 02:44:23.176000,0 days 02:45:01.187000,0 days 02:45:23.150000,166.0,172.0,257.0,279.0,False,HARD,25.0,True,2,0 days 02:44:00.452000,Ferrari,SAI,1,True,2022-05-29 14:45:00.473,
0 days 02:46:46.774000,55,0 days 00:01:23.624000,26,,,0 days 00:00:21.494000,0 days 00:00:37.778000,0 days 00:00:24.352000,0 days 02:45:44.644000,0 days 02:46:22.422000,0 days 02:46:46.774000,191.0,163.0,244.0,280.0,False,HARD,26.0,True,2,0 days 02:45:23.150000,Ferrari,SAI,26,False,2022-05-29 14:46:23.171,
0 days 02:48:44.906000,55,0 days 00:01:58.132000,27,,,0 days 00:00:34.254000,0 days 00:00:51.333000,0 days 00:00:32.545000,0 days 02:47:21.028000,0 days 02:48:12.361000,0 days 02:48:44.906000,140.0,123.0,196.0,141.0,False,HARD,27.0,True,2,0 days 02:46:46.774000,Ferrari,SAI,64,False,2022-05-29 14:47:46.795,
0 days 02:50:51.684000,55,0 days 00:02:06.778000,28,,,0 days 00:00:34.134000,0 days 00:00:55.049000,0 days 00:00:37.595000,0 days 02:49:19.040000,0 days 02:50:14.089000,0 days 02:50:51.684000,105.0,90.0,172.0,137.0,False,HARD,28.0,True,2,0 days 02:48:44.906000,Ferrari,SAI,4,False,2022-05-29 14:49:44.927,
0 days 02:52:51.186000,55,0 days 00:01:59.502000,29,,,0 days 00:00:32.221000,0 days 00:00:50.755000,0 days 00:00:36.526000,0 days 02:51:23.905000,0 days 02:52:14.660000,0 days 02:52:51.186000,128.0,117.0,195.0,231.0,False,HARD,29.0,True,2,0 days 02:50:51.684000,Ferrari,SAI,4,False,2022-05-29 14:51:51.705,
0 days 03:14:16.717000,55,,30,,0 days 02:54:42.727000,0 days 00:00:30.386000,0 days 00:00:54.004000,,0 days 02:53:21.662000,0 days 02:54:15.658000,,138.0,100.0,,177.0,False,HARD,30.0,True,2,0 days 02:52:51.186000,Ferrari,SAI,45,False,2022-05-29 14:53:51.207,30.0
0 days 03:16:52.568000,55,,31,0 days 03:14:17.524000,,0 days 00:00:51.742000,0 days 00:01:08.659000,0 days 00:00:35.554000,0 days 03:15:08.369000,0 days 03:16:17.055000,0 days 03:16:52.607000,90.0,143.0,148.0,148.0,False,HARD,10.0,False,3,0 days 03:14:00.322000,Ferrari,SAI,1,False,2022-05-29 15:15:00.343,
0 days 03:18:55.406000,55,0 days 00:02:02.838000,32,,,0 days 00:00:36.498000,0 days 00:00:53.735000,0 days 00:00:32.605000,0 days 03:17:29.066000,0 days 03:18:22.801000,0 days 03:18:55.406000,121.0,150.0,254.0,144.0,False,HARD,11.0,False,3,0 days 03:16:52.568000,Ferrari,SAI,1,True,2022-05-29 15:17:52.589,
0 days 03:20:19.182000,55,0 days 00:01:23.776000,33,,,0 days 00:00:22.724000,0 days 00:00:38.585000,0 days 00:00:22.467000,0 days 03:19:18.130000,0 days 03:19:56.715000,0 days 03:20:19.182000,166.0,176.0,255.0,276.0,False,HARD,12.0,False,3,0 days 03:18:55.406000,Ferrari,SAI,1,True,2022-05-29 15:19:55.427,
0 days 03:21:39.968000,55,0 days 00:01:20.786000,34,,,0 days 00:00:21.687000,0 days 00:00:37.392000,0 days 00:00:21.707000,0 days 03:20:40.869000,0 days 03:21:18.261000,0 days 03:21:39.968000,188.0,181.0,254.0,275.0,False,HARD,13.0,False,3,0 days 03:20:19.182000,Ferrari,SAI,1,True,2022-05-29 15:21:19.203,
0 days 03:22:59.806000,55,0 days 00:01:19.838000,35,,,0 days 00:00:21.085000,0 days 00:00:37.176000,0 days 00:00:21.577000,0 days 03:22:01.053000,0 days 03:22:38.229000,0 days 03:22:59.806000,191.0,179.0,255.0,276.0,False,HARD,14.0,False,3,0 days 03:21:39.968000,Ferrari,SAI,1,True,2022-05-29 15:22:39.989,
0 days 03:24:18.768000,55,0 days 00:01:18.962000,36,,,0 days 00:00:20.954000,0 days 00:00:36.738000,0 days 00:00:21.270000,0 days 03:23:20.760000,0 days 03:23:57.498000,0 days 03:24:18.768000,196.0,182.0,255.0,276.0,False,HARD,15.0,False,3,0 days 03:22:59.806000,Ferrari,SAI,1,True,2022-05-29 15:23:59.827,
0 days 03:25:36.918000,55,0 days 00:01:18.150000,37,,,0 days 00:00:20.788000,0 days 00:00:36.423000,0 days 00:00:20.939000,0 days 03:24:39.556000,0 days 03:25:15.979000,0 days 03:25:36.918000,199.0,181.0,257.0,278.0,False,HARD,16.0,False,3,0 days 03:24:18.768000,Ferrari,SAI,1,True,2022-05-29 15:25:18.789,
0 days 03:26:54.303000,55,0 days 00:01:17.385000,38,,,0 days 00:00:20.513000,0 days 00:00:36.242000,0 days 00:00:20.630000,0 days 03:25:57.431000,0 days 03:26:33.673000,0 days 03:26:54.303000,198.0,187.0,256.0,275.0,False,HARD,17.0,False,3,0 days 03:25:36.918000,Ferrari,SAI,1,True,2022-05-29 15:26:36.939,
0 days 03:28:11.415000,55,0 days 00:01:17.112000,39,,,0 days 00:00:20.366000,0 days 00:00:36.150000,0 days 00:00:20.596000,0 days 03:27:14.669000,0 days 03:27:50.819000,0 days 03:28:11.415000,202.0,188.0,258.0,278.0,False,HARD,18.0,False,3,0 days 03:26:54.303000,Ferrari,SAI,1,True,2022-05-29 15:27:54.324,
0 days 03:29:28.154000,55,0 days 00:01:16.739000,40,,,0 days 00:00:20.374000,0 days 00:00:35.817000,0 days 00:00:20.548000,0 days 03:28:31.789000,0 days 03:29:07.606000,0 days 03:29:28.154000,203.0,186.0,256.0,277.0,False,HARD,19.0,False,3,0 days 03:28:11.415000,Ferrari,SAI,1,True,2022-05-29 15:29:11.436,
0 days 03:30:44.737000,55,0 days 00:01:16.583000,41,,,0 days 00:00:20.240000,0 days 00:00:35.803000,0 days 00:00:20.540000,0 days 03:29:48.394000,0 days 03:30:24.197000,0 days 03:30:44.737000,204.0,187.0,257.0,277.0,False,HARD,20.0,False,3,0 days 03:29:28.154000,Ferrari,SAI,1,True,2022-05-29 15:30:28.175,
0 days 03:32:01.501000,55,0 days 00:01:16.764000,42,,,0 days 00:00:20.315000,0 days 00:00:36.119000,0 days 00:00:20.330000,0 days 03:31:05.052000,0 days 03:31:41.171000,0 days 03:32:01.501000,201.0,188.0,257.0,278.0,False,HARD,21.0,False,3,0 days 03:30:44.737000,Ferrari,SAI,1,True,2022-05-29 15:31:44.758,
0 days 03:33:18.202000,55,0 days 00:01:16.701000,43,,,0 days 00:00:20.286000,0 days 00:00:35.999000,0 days 00:00:20.416000,0 days 03:32:21.787000,0 days 03:32:57.786000,0 days 03:33:18.202000,199.0,193.0,257.0,278.0,False,HARD,22.0,False,3,0 days 03:32:01.501000,Ferrari,SAI,1,True,2022-05-29 15:33:01.522,
0 days 03:34:34.821000,55,0 days 00:01:16.619000,44,,,0 days 00:00:20.246000,0 days 00:00:35.970000,0 days 00:00:20.403000,0 days 03:33:38.448000,0 days 03:34:14.418000,0 days 03:34:34.821000,200.0,190.0,257.0,277.0,False,HARD,23.0,False,3,0 days 03:33:18.202000,Ferrari,SAI,1,True,2022-05-29 15:34:18.223,
0 days 03:35:51.649000,55,0 days 00:01:16.828000,45,,,0 days 00:00:20.240000,0 days 00:00:36.121000,0 days 00:00:20.467000,0 days 03:34:55.061000,0 days 03:35:31.182000,0 days 03:35:51.649000,202.0,186.0,257.0,278.0,False,HARD,24.0,False,3,0 days 03:34:34.821000,Ferrari,SAI,1,True,2022-05-29 15:35:34.842,
0 days 03:37:08.114000,55,0 days 00:01:16.465000,46,,,0 days 00:00:20.279000,0 days 00:00:35.870000,0 days 00:00:20.316000,0 days 03:36:11.928000,0 days 03:36:47.798000,0 days 03:37:08.114000,204.0,190.0,257.0,279.0,False,HARD,25.0,False,3,0 days 03:35:51.649000,Ferrari,SAI,1,True,2022-05-29 15:36:51.670,
0 days 03:38:24.535000,55,0 days 00:01:16.421000,47,,,0 days 00:00:20.197000,0 days 00:00:35.764000,0 days 00:00:20.460000,0 days 03:37:28.311000,0 days 03:38:04.075000,0 days 03:38:24.535000,203.0,193.0,257.0,279.0,True,HARD,26.0,False,3,0 days 03:37:08.114000,Ferrari,SAI,1,True,2022-05-29 15:38:08.135,
0 days 03:39:41.974000,55,0 days 00:01:17.439000,48,,,0 days 00:00:20.103000,0 days 00:00:36.231000,0 days 00:00:21.105000,0 days 03:38:44.638000,0 days 03:39:20.869000,0 days 03:39:41.974000,204.0,181.0,257.0,280.0,False,HARD,27.0,False,3,0 days 03:38:24.535000,Ferrari,SAI,1,True,2022-05-29 15:39:24.556,
0 days 03:40:58.614000,55,0 days 00:01:16.640000,49,,,0 days 00:00:20.285000,0 days 00:00:35.966000,0 days 00:00:20.389000,0 days 03:40:02.259000,0 days 03:40:38.225000,0 days 03:40:58.614000,203.0,193.0,258.0,280.0,False,HARD,28.0,False,3,0 days 03:39:41.974000,Ferrari,SAI,1,True,2022-05-29 15:40:41.995,
0 days 03:42:15.482000,55,0 days 00:01:16.868000,50,,,0 days 00:00:20.123000,0 days 00:00:36.189000,0 days 00:00:20.556000,0 days 03:41:18.737000,0 days 03:41:54.926000,0 days 03:42:15.482000,202.0,190.0,258.0,280.0,False,HARD,29.0,False,3,0 days 03:40:58.614000,Ferrari,SAI,1,True,2022-05-29 15:41:58.635,
0 days 03:43:32.727000,55,0 days 00:01:17.245000,51,,,0 days 00:00:20.419000,0 days 00:00:36.225000,0 days 00:00:20.601000,0 days 03:42:35.901000,0 days 03:43:12.126000,0 days 03:43:32.727000,203.0,190.0,258.0,282.0,False,HARD,30.0,False,3,0 days 03:42:15.482000,Ferrari,SAI,1,True,2022-05-29 15:43:15.503,
0 days 03:44:50.242000,55,0 days 00:01:17.515000,52,,,0 days 00:00:20.314000,0 days 00:00:36.447000,0 days 00:00:20.754000,0 days 03:43:53.041000,0 days 03:44:29.488000,0 days 03:44:50.242000,201.0,189.0,259.0,282.0,False,HARD,31.0,False,3,0 days 03:43:32.727000,Ferrari,SAI,1,True,2022-05-29 15:44:32.748,
0 days 03:46:07.841000,55,0 days 00:01:17.599000,53,,,0 days 00:00:20.429000,0 days 00:00:36.457000,0 days 00:00:20.713000,0 days 03:45:10.671000,0 days 03:45:47.128000,0 days 03:46:07.841000,202.0,191.0,260.0,283.0,False,HARD,32.0,False,3,0 days 03:44:50.242000,Ferrari,SAI,1,True,2022-05-29 15:45:50.263,
0 days 03:47:25.811000,55,0 days 00:01:17.970000,54,,,0 days 00:00:20.633000,0 days 00:00:36.619000,0 days 00:00:20.718000,0 days 03:46:28.474000,0 days 03:47:05.093000,0 days 03:47:25.811000,199.0,190.0,266.0,285.0,False,HARD,33.0,False,3,0 days 03:46:07.841000,Ferrari,SAI,1,True,2022-05-29 15:47:07.862,
0 days 03:48:44.287000,55,0 days 00:01:18.476000,55,,,0 days 00:00:20.650000,0 days 00:00:36.931000,0 days 00:00:20.895000,0 days 03:47:46.461000,0 days 03:48:23.392000,0 days 03:48:44.287000,193.0,188.0,265.0,286.0,False,HARD,34.0,False,3,0 days 03:47:25.811000,Ferrari,SAI,1,True,2022-05-29 15:48:25.832,
0 days 03:50:03.215000,55,0 days 00:01:18.928000,56,,,0 days 00:00:20.598000,0 days 00:00:37.384000,0 days 00:00:20.946000,0 days 03:49:04.885000,0 days 03:49:42.269000,0 days 03:50:03.215000,197.0,186.0,266.0,286.0,False,HARD,35.0,False,3,0 days 03:48:44.287000,Ferrari,SAI,1,True,2022-05-29 15:49:44.308,
0 days 03:51:21.929000,55,0 days 00:01:18.714000,57,,,0 days 00:00:20.996000,0 days 00:00:36.991000,0 days 00:00:20.727000,0 days 03:50:24.211000,0 days 03:51:01.202000,0 days 03:51:21.929000,196.0,188.0,266.0,282.0,False,HARD,36.0,False,3,0 days 03:50:03.215000,Ferrari,SAI,2,True,2022-05-29 15:51:03.236,
0 days 03:52:41.335000,55,0 days 00:01:19.406000,58,,,0 days 00:00:20.715000,0 days 00:00:37.684000,0 days 00:00:21.007000,0 days 03:51:42.644000,0 days 03:52:20.328000,0 days 03:52:41.335000,190.0,189.0,267.0,286.0,False,HARD,37.0,False,3,0 days 03:51:21.929000,Ferrari,SAI,1,True,2022-05-29 15:52:21.950,
0 days 03:54:00.231000,55,0 days 00:01:18.896000,59,,,0 days 00:00:20.690000,0 days 00:00:37.473000,0 days 00:00:20.733000,0 days 03:53:02.025000,0 days 03:53:39.498000,0 days 03:54:00.231000,200.0,189.0,267.0,285.0,False,HARD,38.0,False,3,0 days 03:52:41.335000,Ferrari,SAI,1,True,2022-05-29 15:53:41.356,
0 days 03:55:18.978000,55,0 days 00:01:18.747000,60,,,0 days 00:00:20.643000,0 days 00:00:37.217000,0 days 00:00:20.887000,0 days 03:54:20.874000,0 days 03:54:58.091000,0 days 03:55:18.978000,192.0,188.0,267.0,285.0,False,HARD,39.0,False,3,0 days 03:54:00.231000,Ferrari,SAI,2,True,2022-05-29 15:55:00.252,
0 days 03:56:37.874000,55,0 days 00:01:18.896000,61,,,0 days 00:00:20.702000,0 days 00:00:37.331000,0 days 00:00:20.863000,0 days 03:55:39.680000,0 days 03:56:17.011000,0 days 03:56:37.874000,199.0,191.0,266.0,284.0,False,HARD,40.0,False,3,0 days 03:55:18.978000,Ferrari,SAI,1,True,2022-05-29 15:56:18.999,
0 days 03:57:55.910000,55,0 days 00:01:18.036000,62,,,0 days 00:00:20.575000,0 days 00:00:36.847000,0 days 00:00:20.614000,0 days 03:56:58.449000,0 days 03:57:35.296000,0 days 03:57:55.910000,198.0,193.0,266.0,282.0,False,HARD,41.0,False,3,0 days 03:56:37.874000,Ferrari,SAI,1,True,2022-05-29 15:57:37.895,
0 days 03:59:13.826000,55,0 days 00:01:17.916000,63,,,0 days 00:00:20.542000,0 days 00:00:36.784000,0 days 00:00:20.590000,0 days 03:58:16.452000,0 days 03:58:53.236000,0 days 03:59:13.826000,199.0,193.0,266.0,283.0,False,HARD,42.0,False,3,0 days 03:57:55.910000,Ferrari,SAI,1,True,2022-05-29 15:58:55.931,
0 days 04:00:31.958000,55,0 days 00:01:18.132000,64,,,0 days 00:00:20.523000,0 days 00:00:36.816000,0 days 00:00:20.793000,0 days 03:59:34.349000,0 days 04:00:11.165000,0 days 04:00:31.958000,196.0,189.0,258.0,283.0,False,HARD,43.0,False,3,0 days 03:59:13.826000,Ferrari,SAI,1,True,2022-05-29 16:00:13.847,
0 days 02:06:37.010000,1,,1,0 days 02:04:19.299000,0 days 02:04:18.366000,,0 days 00:01:04.033000,0 days 00:00:32.861000,,0 days 02:06:04.227000,0 days 02:06:37.061000,107.0,123.0,149.0,197.0,False,INTERMEDIATE,1.0,True,2,0 days 02:04:00.206000,Red Bull Racing,VER,2,False,2022-05-29 14:05:00.227,1.0
0 days 02:08:59.624000,1,0 days 00:02:22.614000,2,,,0 days 00:00:35.053000,0 days 00:01:05.095000,0 days 00:00:42.466000,0 days 02:07:12.063000,0 days 02:08:17.158000,0 days 02:08:59.624000,74.0,114.0,220.0,175.0,False,INTERMEDIATE,2.0,True,2,0 days 02:06:37.010000,Red Bull Racing,VER,4,False,2022-05-29 14:07:37.031,
0 days 02:10:45.227000,1,0 days 00:01:45.603000,3,,,0 days 00:00:28.867000,0 days 00:00:48.671000,0 days 00:00:28.065000,0 days 02:09:28.491000,0 days 02:10:17.162000,0 days 02:10:45.227000,128.0,128.0,230.0,231.0,False,INTERMEDIATE,3.0,True,2,0 days 02:08:59.624000,Red Bull Racing,VER,1,False,2022-05-29 14:09:59.645,
0 days 02:12:26.653000,1,0 days 00:01:41.426000,4,,,0 days 00:00:27.463000,0 days 00:00:46.871000,0 days 00:00:27.092000,0 days 02:11:12.690000,0 days 02:11:59.561000,0 days 02:12:26.653000,139.0,131.0,233.0,244.0,False,INTERMEDIATE,4.0,True,2,0 days 02:10:45.227000,Red Bull Racing,VER,1,True,2022-05-29 14:11:45.248,
0 days 02:14:07.571000,1,0 days 00:01:40.918000,5,,,0 days 00:00:27.345000,0 days 00:00:46.573000,0 days 00:00:27,0 days 02:12:53.998000,0 days 02:13:40.571000,0 days 02:14:07.571000,137.0,135.0,239.0,249.0,False,INTERMEDIATE,5.0,True,2,0 days 02:12:26.653000,Red Bull Racing,VER,1,True,2022-05-29 14:13:26.674,
0 days 02:15:45.722000,1,0 days 00:01:38.151000,6,,,0 days 00:00:26.371000,0 days 00:00:45.570000,0 days 00:00:26.210000,0 days 02:14:33.942000,0 days 02:15:19.512000,0 days 02:15:45.722000,148.0,143.0,242.0,254.0,False,INTERMEDIATE,6.0,True,2,0 days 02:14:07.571000,Red Bull Racing,VER,2,True,2022-05-29 14:15:07.592,
0 days 02:17:23.750000,1,0 days 00:01:38.028000,7,,,0 days 00:00:26.098000,0 days 00:00:45.609000,0 days 00:00:26.321000,0 days 02:16:11.820000,0 days 02:16:57.429000,0 days 02:17:23.750000,145.0,134.0,241.0,258.0,False,INTERMEDIATE,7.0,True,2,0 days 02:15:45.722000,Red Bull Racing,VER,1,True,2022-05-29 14:16:45.743,
0 days 02:19:01.465000,1,0 days 00:01:37.715000,8,,,0 days 00:00:25.906000,0 days 00:00:45.622000,0 days 00:00:26.187000,0 days 02:17:49.656000,0 days 02:18:35.278000,0 days 02:19:01.465000,151.0,137.0,242.0,257.0,False,INTERMEDIATE,8.0,True,2,0 days 02:17:23.750000,Red Bull Racing,VER,1,True,2022-05-29 14:18:23.771,
0 days 02:20:38.416000,1,0 days 00:01:36.951000,9,,,0 days 00:00:25.430000,0 days 00:00:45.147000,0 days 00:00:26.374000,0 days 02:19:26.895000,0 days 02:20:12.042000,0 days 02:20:38.416000,162.0,127.0,242.0,257.0,False,INTERMEDIATE,9.0,True,2,0 days 02:19:01.465000,Red Bull Racing,VER,1,True,2022-05-29 14:20:01.486,
0 days 02:22:15.250000,1,0 days 00:01:36.834000,10,,,0 days 00:00:25.577000,0 days 00:00:45.204000,0 days 00:00:26.053000,0 days 02:21:03.993000,0 days 02:21:49.197000,0 days 02:22:15.250000,153.0,135.0,243.0,256.0,False,INTERMEDIATE,10.0,True,2,0 days 02:20:38.416000,Red Bull Racing,VER,2,True,2022-05-29 14:21:38.437,
0 days 02:23:51.058000,1,0 days 00:01:35.808000,11,,,0 days 00:00:25.319000,0 days 00:00:44.492000,0 days 00:00:25.997000,0 days 02:22:40.569000,0 days 02:23:25.061000,0 days 02:23:51.058000,162.0,134.0,242.0,258.0,False,INTERMEDIATE,11.0,True,2,0 days 02:22:15.250000,Red Bull Racing,VER,2,True,2022-05-29 14:23:15.271,
0 days 02:25:26.472000,1,0 days 00:01:35.414000,12,,,0 days 00:00:25.364000,0 days 00:00:44.093000,0 days 00:00:25.957000,0 days 02:24:16.422000,0 days 02:25:00.515000,0 days 02:25:26.472000,,131.0,244.0,259.0,False,INTERMEDIATE,12.0,True,2,0 days 02:23:51.058000,Red Bull Racing,VER,1,True,2022-05-29 14:24:51.079,
0 days 02:27:00.729000,1,0 days 00:01:34.257000,13,,,0 days 00:00:24.759000,0 days 00:00:43.724000,0 days 00:00:25.774000,0 days 02:25:51.231000,0 days 02:26:34.955000,0 days 02:27:00.729000,156.0,133.0,245.0,258.0,False,INTERMEDIATE,13.0,True,2,0 days 02:25:26.472000,Red Bull Racing,VER,1,True,2022-05-29 14:26:26.493,
0 days 02:28:34.760000,1,0 days 00:01:34.031000,14,,,0 days 00:00:24.639000,0 days 00:00:43.352000,0 days 00:00:26.040000,0 days 02:27:25.368000,0 days 02:28:08.720000,0 days 02:28:34.760000,162.0,137.0,243.0,258.0,False,INTERMEDIATE,14.0,True,2,0 days 02:27:00.729000,Red Bull Racing,VER,1,True,2022-05-29 14:28:00.750,
0 days 02:30:07.462000,1,0 days 00:01:32.702000,15,,,0 days 00:00:24.337000,0 days 00:00:42.682000,0 days 00:00:25.683000,0 days 02:28:59.097000,0 days 02:29:41.779000,0 days 02:30:07.462000,166.0,145.0,244.0,258.0,False,INTERMEDIATE,15.0,True,2,0 days 02:28:34.760000,Red Bull Racing,VER,1,True,2022-05-29 14:29:34.781,
0 days 02:31:39.575000,1,0 days 00:01:32.113000,16,,,0 days 00:00:24.122000,0 days 00:00:42.338000,0 days 00:00:25.653000,0 days 02:30:31.584000,0 days 02:31:13.922000,0 days 02:31:39.575000,163.0,147.0,245.0,270.0,False,INTERMEDIATE,16.0,True,2,0 days 02:30:07.462000,Red Bull Racing,VER,1,True,2022-05-29 14:31:07.483,
