Time,DistanceGap_LEC,DistanceGap_SAI
36.30818619582665,-163.34498818331627,-118.63314194222477
36.558587479935795,-157.48244368464862,-114.76562183706278
36.80898876404495,-151.4312951807501,-110.5731301248627
37.0593900481541,-144.88419449743856,-105.52609464748275
37.309791332263245,-137.94062395566357,-100.24643259796824
37.5601926163724,-130.26339276470844,-94.43360533530847
37.81059390048154,-122.57852784904321,-88.84696622500996
38.060995184590695,-115.10376979574119,-84.00701598827015
38.31139646869984,-107.62901174243939,-79.16706575153046
38.56179775280899,-100.46824117445385,-74.32663886265686
38.812199036918145,-94.12879709803428,-69.64405142645614
39.06260032102729,-87.97274671482057,-65.01177542787696
39.31300160513644,-82.36762458818941,-60.585574811353126
39.56340288924559,-77.27393896270291,-56.592889615272725
39.81380417335474,-72.86314986904983,-52.97095653673284
40.064205457463885,-68.87950972106341,-49.58039417042153
40.31460674157304,-65.47632046116814,-46.73753500781743
40.56500802568219,-62.22131323907877,-44.0612498925135
40.815409309791335,-58.9984642034766,-41.404841260728176
41.06581059390049,-55.81008298738743,-38.528122747152565
41.31621187800963,-52.76363806497204,-35.55649552619866
41.566613162118784,-50.09905463170321,-32.826663766554475
41.81701444622794,-47.9662996403423,-30.659707023874034
42.06741573033708,-46.143938236433996,-28.85649304366916
42.317817014446234,-44.88480146894574,-27.617979779940242
42.56821829855538,-43.65635624143283,-26.409374967044982
42.81861958266453,-42.66523266835702,-25.38200324253637
43.06902086677368,-41.892965552247006,-24.55913347381329
43.31942215088283,-41.17036099147526,-23.835664206551655
43.56982343499198,-40.50785154214282,-23.151517628274064
43.82022471910113,-39.76420205969339,-22.445131807312237
44.07062600321028,-38.77751221317749,-21.705583881746634
44.321027287319424,-37.62914994612538,-21.02133208820294
44.57142857142858,-36.263396397866245,-20.35654474285309
44.82182985553772,-34.73228535848477,-19.718859682171
45.072231139646874,-33.11480206157603,-19.016002121807105
45.322632423756026,-31.561154636880246,-18.400560763431372
45.57303370786517,-30.180978173568406,-17.744823185581822
45.823434991974324,-29.31110907251025,-16.87233110275156
46.07383627608347,-29.50234082965335,-15.42368135566528
46.32423756019262,-29.710645188189005,-13.90491080473521
46.574638844301774,-29.765227073488177,-12.050639051141616
46.82504012841092,-29.656401295378146,-10.15234405927606
47.07544141252007,-29.43822635538561,-8.582329148388453
47.325842696629216,-29.21374775457423,-7.629829080059494
47.57624398073837,-29.154205670814804,-7.52127651955584
47.826645264847514,-29.255826642921306,-7.83543369195047
48.077046548956666,-29.897047090614706,-8.744131245042354
48.32744783306582,-30.474045195010945,-9.339148986767214
48.577849117174964,-30.75278309106045,-9.52198448512354
48.828250401284116,-30.824424323365633,-9.377357269658773
49.07865168539326,-30.951690717981478,-9.273990729851562
49.32905296950241,-31.44917297574375,-9.489072330715885
49.57945425361156,-32.271521445007465,-9.77043287240474
49.82985553772071,-33.13476829883189,-10.041300655376403
50.08025682182986,-34.431635812652985,-10.311882760918479
50.33065810593901,-36.2169742843588,-10.665582336962188
50.58105939004816,-38.695831005723676,-10.885474549262199
50.831460674157306,-41.61810183031662,-11.015261589546753
51.08186195826646,-45.80571418883062,-10.795782006948343
51.33226324237561,-49.54934575679829,-10.448293713226917
51.582664526484756,-52.15019116024666,-10.222368368323032
51.83306581059391,-54.597291971205095,-10.089842738793777
52.08346709470305,-56.66157313152053,-9.90030663303321
52.333868378812205,-58.20515663325648,-9.414890707748327
52.58426966292135,-59.59618627725604,-9.090903784034367
52.8346709470305,-61.68591538866929,-9.529565319412882
53.085072231139655,-63.92373844537394,-10.061500080516225
53.3354735152488,-66.72079578376656,-10.283645741696887
53.58587479935795,-69.66192244672675,-10.42972574775365
53.8362760834671,-72.33121037459239,-10.644281272287571
54.08667736757625,-74.81156324180245,-11.297139184997604
54.337078651685395,-77.0478926352605,-12.126972374520392
54.58747993579455,-79.02579742548005,-13.106031067862887
54.8378812199037,-80.41480644377327,-14.142884214522269
55.088282504012845,-80.99866650353044,-14.954251053031726
55.338683788122,-80.30082858976198,-15.51924448035993
55.58908507223114,-78.79717775940435,-16.049377043623053
55.839486356340295,-76.52400725182997,-16.546218851288813
56.08988764044945,-73.37027114431203,-17.043619176658694
56.34028892455859,-69.58644478408382,-17.45253156679655
56.590690208667745,-65.27310442159592,-17.197117089428957
56.84109149277689,-61.10127863437697,-16.60431596017861
57.09149277688604,-57.87296463256234,-15.926971453984379
57.34189406099519,-54.69032179001101,-15.108085865212843
57.59229534510434,-52.03681381391152,-14.485536647962363
57.84269662921349,-50.07715596433172,-14.35323276542772
58.09309791332264,-48.44995394232228,-14.431274620104432
58.34349919743179,-46.961954064673364,-14.710477952606652
58.593900481540935,-45.42706207522701,-14.790289496817877
58.84430176565009,-43.92495121621255,-14.361804048041222
59.09470304975923,-42.51250310997443,-13.814381570152818
59.345104333868385,-41.23744167483346,-13.266683274491243
59.59550561797754,-40.110920920618355,-12.7559004167058
59.84590690208668,-39.08695415818079,-12.29493428981391
60.096308186195834,-38.22611874245263,-11.904608821493866
60.34670947030498,-37.72742729074935,-11.636425593586637
60.59711075441413,-37.62843647221416,-11.503699673309484
60.84751203852328,-38.02175534934099,-11.559158861158949
61.09791332263243,-39.69105961611103,-11.743555790931396
61.34831460674158,-41.78292027756447,-12.023126325205794
61.59871589085073,-44.26134862516733,-12.584016357156088
61.84911717495988,-47.059681216988565,-13.185966224983531
62.099518459069024,-49.56539989663406,-14.014530666407154
62.34991974317818,-51.7251541016592,-14.899869826596841
62.60032102728733,-53.48660859329084,-16.00250211480943
62.850722311396474,-54.883400951468275,-17.396362581029052
63.101123595505626,-55.692672314251695,-19.391905222980768
63.35152487961477,-55.87149408125424,-21.553605279323847
63.601926163723924,-55.63181915316727,-23.724642846897268
63.85232744783307,-55.035005993602454,-25.595706361536713
64.10272873194222,-53.670264211120866,-26.477716956527956
64.35313001605137,-51.76147387735659,-26.720906991699394
64.60353130016053,-48.988447093084005,-26.03518218443037
64.85393258426967,-46.000704619565795,-24.919700047170863
65.10433386837882,-42.67686597517377,-23.3115900070145
65.35473515248796,-38.88043523864758,-21.0807498405386
65.60513643659712,-35.216632045212464,-18.521578063025572
65.85553772070627,-32.10579010958895,-16.06497667618214
66.10593900481541,-29.448228534463624,-13.888805457212584
66.35634028892457,-27.02394905223605,-11.97511153279288
66.60674157303372,-24.92526300912573,-10.476457423520515
66.85714285714286,-23.13450921886283,-9.233209472816498
67.107544141252,-21.483184684476555,-8.03584961290926
67.35794542536117,-19.96511267094411,-6.908857133074662
67.60834670947031,-18.661228532060022,-5.923754965836906
67.85874799357946,-17.488334381124787,-4.975168276609793
68.10914927768862,-16.534259811219727,-4.219716578468024
68.35955056179776,-15.770094533040947,-3.6268547886372744
68.6099518459069,-15.106018541555386,-3.0839616713353735
68.86035313001605,-14.564533266157241,-2.6022708619891546
69.11075441412521,-14.239935213146737,-2.10668259606814
69.36115569823436,-14.511383668068447,-1.5554723686000216
69.6115569823435,-15.661195167703227,-1.13244822510228
69.86195826645266,-17.243558832236886,-0.8770274308246826
70.1123595505618,-19.958928692869222,-0.74167112889495
70.36276083467095,-22.823713061913622,-0.8656609408005806
70.61316211878011,-25.94981663333192,-1.1464742102068612
70.86356340288926,-29.592061166920303,-1.5691386796677307
71.1139646869984,-32.447755740982075,-2.47467977477595
71.36436597110755,-34.80840684339387,-3.532714529339273
71.6147672552167,-36.7238393068003,-4.808555444194553
71.86516853932585,-38.25130489659182,-6.358372255876702
72.115569823435,-39.54013416028124,-8.102507016108348
72.36597110754415,-40.25789951763454,-9.655044245680756
72.6163723916533,-40.446640976357685,-10.637753723480273
72.86677367576245,-40.22290335452931,-11.049901367975508
73.11717495987159,-39.67805650897367,-10.735684969431531
73.36757624398075,-38.79858544926947,-9.853505798491597
73.6179775280899,-37.947702125504065,-8.818407792056405
73.86837881219904,-37.40489999381498,-7.968508257820531
74.1187800963082,-37.13682050099078,-7.318828382858783
74.36918138041734,-37.32574230385444,-7.047977480207237
74.61958266452649,-38.041464092040314,-7.118241715431395
74.86998394863564,-39.66498268488749,-7.3669717104230585
75.1203852327448,-41.99156374790368,-7.539180218221645
75.37078651685394,-44.441999034220316,-7.513645081617824
75.62118780096309,-46.323954305525604,-7.449070781003002
75.87158908507224,-48.15198539946323,-7.25332963186338
76.12199036918139,-49.7613080589656,-7.004667775599046
76.37239165329053,-51.2521590802628,-7.258289975101206
76.62279293739968,-52.70509427503043,-8.05604023620208
76.87319422150884,-54.12226370989379,-9.396691556501082
77.12359550561798,-55.475348154240464,-10.997321617562193
77.37399678972713,-56.23194551991514,-12.552523555736343
77.62439807383629,-56.52376477055191,-13.9157990897736
77.87479935794543,-56.49920315435838,-14.962693756980116
78.12520064205458,-56.06707024979232,-15.34263777670526
78.37560192616372,-55.01065172169115,-14.840918196843404
78.62600321027288,-53.498919745950616,-13.650917742181264
78.87640449438203,-51.766203826759465,-12.260311934100855
79.12680577849117,-50.068850098467465,-11.13854694977772
79.37720706260033,-48.78603230316958,-10.659125235117472
79.62760834670948,-47.76438717606402,-10.21817508947629
79.87800963081862,-46.85416936545994,-9.946620763487545
80.12841091492777,-46.24937856666952,-9.612120992404243
80.37881219903693,-46.68577537553392,-9.488992226731398
80.62921348314607,-47.47569829637746,-9.577097239628529
80.87961476725522,-48.5048285489961,-9.721022949310736
81.13001605136438,-50.372046533688035,-9.760106709773709
81.38041733547352,-52.5218112758846,-9.897522466260398
81.63081861958267,-54.867071732464865,-10.304580582468816
81.88121990369183,-57.560253995839275,-10.934148310411729
82.13162118780097,-61.87067907205915,-11.499882016496485
82.38202247191012,-65.92773563435094,-11.92594530421593
82.63242375601926,-69.56627261168614,-12.259750318439956
82.88282504012842,-73.90384744856124,-13.15594890591683
83.13322632423757,-78.76712864378828,-14.409823598497724
83.38362760834671,-84.07080822511534,-16.000552651567887
83.63402889245587,-90.69467291348587,-17.967178991243827
83.88443017656502,-97.64419306051127,-20.544596266239523
84.13483146067416,-104.68098666409242,-23.533194738618477
84.38523274478331,-111.93909781025809,-26.749454798419038
84.63563402889247,-119.43588183619568,-30.199701210588728
84.88603531300161,-127.12076677730556,-33.97052395052651
85.13643659711076,-134.74549976593107,-37.79335544036826
85.38683788121992,-142.55445571237965,-41.759030732455585
85.63723916532906,-150.78736991002938,-45.99872960758216
85.88764044943821,-158.33452938127584,-50.49054868167127
86.13804173354735,-165.55240895525571,-55.05159566172756
86.38844301765651,-171.3732725315756,-59.95665166537151
86.63884430176566,-176.39157180380266,-65.10066774532743
86.8892455858748,-181.1986427030697,-70.28646445709637
87.13964686998396,-185.86015660784506,-75.50105210783545
87.39004815409311,-190.1046687671187,-80.78551603134883
87.64044943820225,-193.94955440392846,-86.22019935655248
87.8908507223114,-197.42994185356156,-91.96368446376755
88.14125200642056,-200.50612528213674,-97.91938409732688
88.3916532905297,-203.14630578665538,-103.71168047590481
88.64205457463885,-205.50115184594983,-109.28062924914889
88.89245585874801,-207.26197319209246,-114.1833276546513
89.14285714285715,-208.64306115204795,-118.64397171014616
89.3932584269663,-209.80215194127754,-122.88744147360626
89.64365971107544,-210.66741040621173,-126.84661508636191
89.8940609951846,-211.23230278101005,-130.20534907199203
90.14446227929375,-211.1682446870227,-132.93779441619517
90.3948635634029,-209.7256488923067,-135.19811170105004
90.64526484751205,-206.8617484887725,-137.04949796193455
90.8956661316212,-202.25711331805405,-138.13024457904953
91.14606741573034,-196.51030252530745,-138.7765851087563
91.3964686998395,-189.82692468014625,-138.13600706442116
91.64686998394865,-182.71681840486417,-136.42222112257878
91.89727126805779,-175.46587671108887,-133.63081104338244
92.14767255216694,-168.21981419232384,-129.61856548005812
92.3980738362761,-161.40856359187273,-124.51347998922893
92.64847512038524,-155.05043539115218,-118.63403456279116
92.89887640449439,-149.30944447764773,-111.5140358375836
93.14927768860355,-143.84841150611805,-103.8296409414711
93.39967897271269,-138.68386101185342,-96.11266645369847
93.65008025682184,-133.52705195100816,-88.44099106713793
93.90048154093098,-128.24678169850108,-81.07621138746754
94.15088282504014,-122.66795707222923,-74.03076801856923
94.40128410914929,-117.12467158229492,-67.54681630158689
94.65168539325843,-112.66022159615432,-62.9565335721295
94.90208667736759,-109.15734458876204,-59.742897275741825
95.15248796147674,-106.42315283355902,-58.00322409267051
95.40288924558588,-104.65839240085666,-57.181614134439315
95.65329052969503,-103.21455572542231,-55.59908109914841
95.90369181380419,-101.57113996827002,-53.67648337220635
96.15409309791333,-99.49007477202031,-51.03482049438094
96.40449438202248,-96.81814118956004,-47.661511988303346
96.65489566613164,-93.54392356721905,-43.92745431028129
96.90529695024078,-90.6048898100853,-40.92561322116444
97.15569823434993,-88.31465192000474,-39.341081095817344
97.40609951845907,-86.04819870591314,-38.53973135341448
97.65650080256823,-83.91364617351792,-38.689291716269054
97.90690208667738,-81.5609497362118,-39.352299009902936
98.15730337078652,-78.92071696402104,-39.735432646672734
98.40770465489568,-75.76323462829896,-39.20025422239905
98.65810593900483,-71.58013375672431,-36.921580068493995
98.90850722311397,-67.39964015758073,-34.5720521580522
99.15890850722312,-63.32257193671853,-32.203253279715454
99.40930979133228,-59.49639657388116,-29.958436200553933
99.65971107544142,-56.16661097542146,-28.056752441760636
99.91011235955057,-53.00993457098366,-26.07819113679352
100.16051364365973,-49.86144900988029,-24.24311054334612
100.41091492776887,-46.87537504808688,-22.72504659340393
100.66131621187802,-44.067695384742365,-21.362531152254633
100.91171749598716,-41.856671083839956,-20.473926033798307
101.16211878009632,-39.858166005136354,-19.741002790884068
101.41252006420547,-37.99127627428152,-19.26183714792478
101.66292134831461,-35.79457742725981,-18.580551945758543
101.91332263242377,-33.40057947700143,-17.652192801384444
102.16372391653292,-31.15717802770905,-16.706514197408524
102.41412520064206,-29.112842209407063,-15.73803296380538
102.66452648475122,-27.095024815896522,-14.356012431780982
102.91492776886037,-25.04698445010672,-12.774306371542934
103.16532905296951,-23.449023051509812,-11.056118557502941
103.41573033707866,-22.138311959623024,-9.395964528599961
103.66613162118782,-21.25040039591113,-7.974112224258533
103.91653290529696,-21.040099414206452,-7.006942855986381
104.1669341894061,-20.94673467101711,-6.069327047407569
104.41733547351527,-21.13794206074681,-5.214633806999245
104.66773675762441,-21.817044508835806,-4.622327954934917
104.91813804173356,-23.26975210788396,-4.458850582027935
105.1685393258427,-25.221479436685968,-4.550764832602908
105.41894060995186,-27.38627514694963,-4.615235668697551
105.669341894061,-29.93346360417263,-4.899997779262321
105.91974317817015,-33.00154468079927,-5.3743212875870086
106.17014446227931,-36.600863997591205,-5.932791368416474
106.42054574638846,-40.50061011426169,-6.668240373393019
106.6709470304976,-44.789376930000344,-7.529444658048305
106.92134831460675,-49.46691875971601,-8.435196183689186
107.1717495987159,-55.63958313685362,-9.404914232150531
107.42215088282505,-61.8101569142932,-10.469358115461546
107.6725521669342,-67.92585510499111,-11.947836336827095
107.92295345104336,-74.42778880087644,-13.952517961944523
108.1733547351525,-81.65120490274649,-16.53409880218169
108.42375601926165,-88.92114338281363,-19.382228730881707
108.67415730337079,-96.09484822332297,-22.509550393705922
108.92455858747995,-103.36891689922732,-26.3491795426944
109.1749598715891,-110.679532976666,-30.448194830234115
109.42536115569824,-117.85371841738197,-35.32311581044223
109.6757624398074,-123.81058276978865,-41.574076601777506
109.92616372391655,-129.76744712219534,-47.82503739311278
110.17656500802569,-135.72431147460156,-54.075998184447144
110.42696629213484,-141.37535890791878,-60.44753595088969
110.677367576244,-146.2793658548303,-67.14121132836226
110.92776886035314,-150.20229371760024,-74.23804012844175
111.17817014446229,-153.41068271247423,-81.55684801854159
111.42857142857144,-155.762823036996,-88.34529944016094
111.67897271268059,-157.9029798385286,-94.92057063757102
111.92937399678974,-159.27587786119784,-100.27251368029602
112.1797752808989,-159.92828478971342,-104.69848031604897
112.43017656500804,-160.1276302672136,-108.23562807020244
112.68057784911718,-160.08294382268286,-111.31347811335081
112.93097913322633,-159.41091951705857,-113.46142490922875
113.18138041733549,-158.2726576505138,-114.59288508837108
113.43178170144463,-156.66485804894774,-114.78413518580874
113.68218298555378,-154.68015439571536,-114.15468508532376
113.93258426966294,-152.28315645546127,-112.91654789461154
114.18298555377208,-149.3501737427141,-110.88411127498648
114.43338683788123,-146.19228633239572,-108.27283102464617
114.68378812199037,-142.73112975111417,-105.05501370339516
114.93418940609953,-139.1144988399601,-101.34792424577108
115.18459069020868,-135.21937995730605,-97.1190663686275
115.43499197431782,-131.52062557660838,-93.02066458710942
115.68539325842698,-128.65179016718048,-89.6461303148617
115.93579454253613,-126.77752991153238,-87.48498776145607
116.18619582664527,-125.34391494085094,-85.78355118567379
116.43659711075442,-124.26725176610353,-84.61061217441238
116.68699839486358,-123.74422007046132,-84.2583721738988
116.93739967897272,-123.28606986553814,-84.33936005602573
117.18780096308187,-122.90326495874706,-84.96937422937845
117.43820224719103,-122.60262754077894,-85.73971435884368
117.68860353130017,-122.46080868668832,-86.76800570180012
117.93900481540932,-122.5656640737352,-88.16649563972896
118.18940609951846,-122.7637462691282,-89.7959346140974
118.43980738362762,-123.00721963135493,-91.47187093291677
118.69020866773677,-123.06036384933486,-92.63978131501472
118.94060995184591,-122.9854095081555,-93.53955042865437
119.19101123595507,-122.63320677654292,-93.99529907987198
119.44141252006422,-122.08083791161744,-94.25066534583675
119.69181380417336,-121.29600652714907,-94.19213698275735
119.94221508828251,-120.05888423181568,-93.62666818313755
120.19261637239167,-118.42930819087042,-92.66781082088801
120.44301765650081,-116.44706536236117,-91.45720157314099
120.69341894060996,-114.20368375385306,-89.98332058031974
120.94382022471912,-111.84109731387116,-88.29906274060158
121.19422150882826,-110.14679527854605,-86.74872252029218
121.44462279293741,-108.76714737594966,-85.30522832124507
121.69502407704655,-107.39278935539278,-84.34547997453501
121.94542536115571,-105.95969677330322,-83.47705046110741
122.19582664526486,-103.9405935564887,-82.19626229825144
122.446227929374,-101.0666522023339,-80.21086878191909
122.69662921348316,-97.91849244144532,-77.82898794512403
122.94703049759231,-94.7032212612221,-75.18051676744608
123.19743178170145,-91.29672134649854,-72.48667772659428
123.44783306581061,-87.56724697744266,-69.95582501101626
123.69823434991976,-83.5683980145759,-67.75922286364494
123.9486356340289,-79.45957208865048,-65.40736629764933
124.19903691813805,-74.97545221866312,-62.043294660737956
124.44943820224721,-70.20400736718875,-58.07797390285896
124.69983948635635,-65.39131893124113,-53.915725753819515
124.9502407704655,-61.00761403140996,-50.27633761179368
125.20064205457466,-57.39910809880985,-47.30238163415106
125.4510433386838,-54.37377915725256,-44.745524592492075
125.70144462279295,-51.79364114621012,-42.632697472132804
125.9518459069021,-49.56430958384635,-40.869368477092394
126.20224719101125,-47.564413003643494,-39.350411943073595
126.4526484751204,-45.69402143451498,-38.00985075205108
126.70304975922954,-43.831591364089945,-36.63075668593319
126.9534510433387,-42.076058403850766,-35.25840859989876
127.20385232744785,-40.65108533847888,-34.0002095862892
127.454253611557,-39.43120355075507,-32.68986216858411
127.70465489566614,-38.3897138648872,-31.42376626612804
127.9550561797753,-37.59160081788832,-30.165393378232693
128.20545746388444,-37.015027313342216,-29.007318671824123
128.4558587479936,-36.80193176698458,-28.01304137253419
128.70626003210273,-36.95239012104639,-27.264870802139285
128.9566613162119,-37.66311451757883,-26.882194206505574
129.20706260032105,-38.77831862157609,-26.981125952919683
129.45746388443018,-40.07001399799174,-27.725924819582815
129.70786516853934,-41.43399136308972,-28.706997603557284
129.9582664526485,-42.66181162511339,-29.892071851011224
130.20866773675763,-43.77398607960504,-31.383463655359265
130.4590690208668,-44.58558524855425,-33.12713073277655
130.70947030497592,-45.05238830055896,-34.755654915110426
130.95987158908508,-45.37296328633147,-35.783683618218674
131.21027287319424,-45.60155147263367,-36.19663299305648
131.46067415730337,-45.73308638661865,-35.86076060838968
131.71107544141253,-45.095300243101974,-34.13723635361703
131.9614767255217,-43.91318256453178,-31.76214843924481
132.21187800963082,-42.46370229480408,-29.0735861492808
132.46227929373998,-40.942344843053434,-26.306015804863364
132.71268057784914,-39.58586767146517,-23.71909831065568
132.96308186195827,-38.631274666345234,-21.9231671187581
133.21348314606743,-37.9397186928536,-20.843006057411458
133.4638844301766,-37.321887068112574,-20.45603483711011
133.71428571428572,-36.878949167889914,-20.703898148954522
133.96468699839488,-36.57155602716102,-21.75272398517336
