Time,DriverNumber,LapTime,LapNumber,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Stint,LapStartTime,Team,Driver,TrackStatus,IsAccurate
0 days 00:20:53.536000,3,0 days 00:01:29.654000,9,,,0 days 00:00:30.041000,0 days 00:00:23.943000,0 days 00:00:35.670000,0 days 00:19:53.923000,0 days 00:20:17.866000,0 days 00:20:53.536000,264.0,287.0,295.0,280.0,False,SUPERSOFT,11.0,False,1.0,0 days 00:19:23.882000,Red Bull Racing,RIC,1,True
0 days 00:22:24.801000,3,0 days 00:01:31.265000,10,,,0 days 00:00:31.355000,0 days 00:00:24.121000,0 days 00:00:35.789000,0 days 00:21:24.891000,0 days 00:21:49.012000,0 days 00:22:24.801000,268.0,292.0,295.0,292.0,False,SUPERSOFT,12.0,False,1.0,0 days 00:20:53.536000,Red Bull Racing,RIC,2,True
0 days 00:23:54.406000,3,0 days 00:01:29.605000,11,,,0 days 00:00:29.934000,0 days 00:00:24.068000,0 days 00:00:35.603000,0 days 00:22:54.735000,0 days 00:23:18.803000,0 days 00:23:54.406000,269.0,286.0,291.0,288.0,False,SUPERSOFT,13.0,False,1.0,0 days 00:22:24.801000,Red Bull Racing,RIC,1,True
0 days 00:25:24.319000,3,0 days 00:01:29.913000,12,,,0 days 00:00:29.973000,0 days 00:00:24.068000,0 days 00:00:35.872000,0 days 00:24:24.379000,0 days 00:24:48.447000,0 days 00:25:24.319000,267.0,288.0,293.0,287.0,False,SUPERSOFT,14.0,False,1.0,0 days 00:23:54.406000,Red Bull Racing,RIC,1,True
0 days 00:26:54.003000,3,0 days 00:01:29.684000,13,,,0 days 00:00:30.087000,0 days 00:00:23.938000,0 days 00:00:35.659000,0 days 00:25:54.406000,0 days 00:26:18.344000,0 days 00:26:54.003000,,287.0,293.0,290.0,False,SUPERSOFT,15.0,False,1.0,0 days 00:25:24.319000,Red Bull Racing,RIC,1,True
0 days 00:28:23.872000,3,0 days 00:01:29.869000,14,,,0 days 00:00:30.178000,0 days 00:00:24.011000,0 days 00:00:35.680000,0 days 00:27:24.181000,0 days 00:27:48.192000,0 days 00:28:23.872000,265.0,289.0,294.0,282.0,False,SUPERSOFT,16.0,False,1.0,0 days 00:26:54.003000,Red Bull Racing,RIC,1,True
0 days 00:29:54.182000,3,0 days 00:01:30.310000,15,,,0 days 00:00:30.268000,0 days 00:00:24.069000,0 days 00:00:35.973000,0 days 00:28:54.140000,0 days 00:29:18.209000,0 days 00:29:54.182000,264.0,289.0,294.0,286.0,False,SUPERSOFT,17.0,False,1.0,0 days 00:28:23.872000,Red Bull Racing,RIC,1,True
0 days 00:31:23.975000,3,0 days 00:01:29.793000,16,,,0 days 00:00:30.041000,0 days 00:00:23.863000,0 days 00:00:35.889000,0 days 00:30:24.223000,0 days 00:30:48.086000,0 days 00:31:23.975000,266.0,290.0,295.0,,False,SUPERSOFT,18.0,False,1.0,0 days 00:29:54.182000,Red Bull Racing,RIC,1,True
0 days 00:32:54.165000,3,0 days 00:01:30.190000,17,,,0 days 00:00:30.265000,0 days 00:00:23.943000,0 days 00:00:35.982000,0 days 00:31:54.240000,0 days 00:32:18.183000,0 days 00:32:54.165000,269.0,290.0,292.0,282.0,False,SUPERSOFT,19.0,False,1.0,0 days 00:31:23.975000,Red Bull Racing,RIC,1,True
0 days 00:34:24.163000,3,0 days 00:01:29.998000,18,,,0 days 00:00:30.011000,0 days 00:00:24.023000,0 days 00:00:35.964000,0 days 00:33:24.176000,0 days 00:33:48.199000,0 days 00:34:24.163000,270.0,292.0,295.0,288.0,False,SUPERSOFT,20.0,False,1.0,0 days 00:32:54.165000,Red Bull Racing,RIC,1,True
0 days 00:35:54.385000,3,0 days 00:01:30.222000,19,,,0 days 00:00:30.259000,0 days 00:00:23.980000,0 days 00:00:35.983000,0 days 00:34:54.422000,0 days 00:35:18.402000,0 days 00:35:54.385000,268.0,292.0,298.0,279.0,False,SUPERSOFT,21.0,False,1.0,0 days 00:34:24.163000,Red Bull Racing,RIC,1,True
0 days 00:37:24.416000,3,0 days 00:01:30.031000,20,,,0 days 00:00:30.322000,0 days 00:00:23.947000,0 days 00:00:35.762000,0 days 00:36:24.707000,0 days 00:36:48.654000,0 days 00:37:24.416000,267.0,293.0,296.0,287.0,False,SUPERSOFT,22.0,False,1.0,0 days 00:35:54.385000,Red Bull Racing,RIC,1,True
0 days 00:38:54.024000,3,0 days 00:01:29.608000,21,,,0 days 00:00:30.041000,0 days 00:00:23.768000,0 days 00:00:35.799000,0 days 00:37:54.457000,0 days 00:38:18.225000,0 days 00:38:54.024000,264.0,292.0,296.0,282.0,False,SUPERSOFT,23.0,False,1.0,0 days 00:37:24.416000,Red Bull Racing,RIC,1,True
0 days 00:40:23.677000,3,0 days 00:01:29.653000,22,,,0 days 00:00:30.092000,0 days 00:00:23.949000,0 days 00:00:35.612000,0 days 00:39:24.116000,0 days 00:39:48.065000,0 days 00:40:23.677000,267.0,290.0,296.0,286.0,False,SUPERSOFT,24.0,False,1.0,0 days 00:38:54.024000,Red Bull Racing,RIC,1,True
0 days 00:41:53.005000,3,0 days 00:01:29.328000,23,,,0 days 00:00:29.917000,0 days 00:00:23.923000,0 days 00:00:35.488000,0 days 00:40:53.594000,0 days 00:41:17.517000,0 days 00:41:53.005000,271.0,290.0,283.0,288.0,False,SUPERSOFT,25.0,False,1.0,0 days 00:40:23.677000,Red Bull Racing,RIC,2,True
0 days 00:43:22.306000,3,0 days 00:01:29.301000,24,,,0 days 00:00:30.015000,0 days 00:00:23.686000,0 days 00:00:35.600000,0 days 00:42:23.020000,0 days 00:42:46.706000,0 days 00:43:22.306000,269.0,294.0,289.0,282.0,False,SUPERSOFT,26.0,False,1.0,0 days 00:41:53.005000,Red Bull Racing,RIC,2,True
0 days 00:44:50.433000,3,0 days 00:01:28.127000,25,,,0 days 00:00:29.338000,0 days 00:00:23.642000,0 days 00:00:35.147000,0 days 00:43:51.644000,0 days 00:44:15.286000,0 days 00:44:50.433000,267.0,287.0,281.0,292.0,False,SUPERSOFT,27.0,False,1.0,0 days 00:43:22.306000,Red Bull Racing,RIC,2,True
0 days 00:47:07.606000,3,0 days 00:02:17.173000,26,,0 days 00:46:48.949000,0 days 00:00:43.039000,0 days 00:00:30.926000,0 days 00:01:03.208000,0 days 00:45:33.472000,0 days 00:46:04.398000,0 days 00:47:07.606000,242.0,209.0,,268.0,False,SUPERSOFT,28.0,False,1.0,0 days 00:44:50.433000,Red Bull Racing,RIC,26,False
0 days 00:49:17.166000,3,0 days 00:02:09.560000,27,0 days 00:47:10.403000,,0 days 00:00:46.099000,0 days 00:00:33.407000,0 days 00:00:50.054000,0 days 00:47:53.705000,0 days 00:48:27.112000,0 days 00:49:17.166000,199.0,151.0,166.0,207.0,False,SOFT,1.0,True,2.0,0 days 00:47:07.606000,Red Bull Racing,RIC,64,False
0 days 00:51:18.485000,3,0 days 00:02:01.319000,28,,,0 days 00:00:42.784000,0 days 00:00:30.625000,0 days 00:00:47.910000,0 days 00:49:59.950000,0 days 00:50:30.575000,0 days 00:51:18.485000,258.0,267.0,255.0,231.0,False,SOFT,2.0,True,2.0,0 days 00:49:17.166000,Red Bull Racing,RIC,4,False
0 days 00:53:15.117000,3,0 days 00:01:56.632000,29,,,0 days 00:00:40.050000,0 days 00:00:33.423000,0 days 00:00:43.159000,0 days 00:51:58.535000,0 days 00:52:31.958000,0 days 00:53:15.117000,160.0,180.0,217.0,214.0,False,SOFT,3.0,True,2.0,0 days 00:51:18.485000,Red Bull Racing,RIC,4,False
0 days 00:55:14.692000,3,0 days 00:01:59.575000,30,,,0 days 00:00:33.818000,0 days 00:00:30.738000,0 days 00:00:55.019000,0 days 00:53:48.935000,0 days 00:54:19.673000,0 days 00:55:14.692000,268.0,226.0,236.0,265.0,False,SOFT,4.0,True,2.0,0 days 00:53:15.117000,Red Bull Racing,RIC,4,False
0 days 00:57:31.587000,3,0 days 00:02:16.895000,31,,,0 days 00:00:46.264000,0 days 00:00:35.328000,0 days 00:00:55.303000,0 days 00:56:00.956000,0 days 00:56:36.284000,0 days 00:57:31.587000,118.0,165.0,287.0,120.0,False,SOFT,5.0,True,2.0,0 days 00:55:14.692000,Red Bull Racing,RIC,4,False
0 days 00:59:00.496000,3,0 days 00:01:28.909000,32,,,0 days 00:00:30.105000,0 days 00:00:23.683000,0 days 00:00:35.121000,0 days 00:58:01.692000,0 days 00:58:25.375000,0 days 00:59:00.496000,271.0,295.0,285.0,297.0,False,SOFT,6.0,True,2.0,0 days 00:57:31.587000,Red Bull Racing,RIC,1,False
0 days 01:00:28.480000,3,0 days 00:01:27.984000,33,,,0 days 00:00:29.511000,0 days 00:00:23.520000,0 days 00:00:34.953000,0 days 00:59:30.007000,0 days 00:59:53.527000,0 days 01:00:28.480000,273.0,291.0,286.0,287.0,False,SOFT,7.0,True,2.0,0 days 00:59:00.496000,Red Bull Racing,RIC,1,True
0 days 01:01:56.365000,3,0 days 00:01:27.859000,34,,,,0 days 00:00:23.457000,0 days 00:00:34.891000,,0 days 01:01:21.523000,0 days 01:01:57.142000,,291.0,297.0,288.0,False,SOFT,8.0,True,2.0,0 days 01:00:28.480000,Red Bull Racing,RIC,1,False
0 days 01:03:24.272000,3,0 days 00:01:27.907000,35,,,0 days 00:00:29.651000,0 days 00:00:23.430000,0 days 00:00:34.826000,0 days 01:02:26.016000,0 days 01:02:49.446000,0 days 01:03:24.272000,270.0,291.0,295.0,305.0,False,SOFT,9.0,True,2.0,0 days 01:01:56.365000,Red Bull Racing,RIC,1,True
0 days 01:04:51.684000,3,0 days 00:01:27.412000,36,,,0 days 00:00:29.172000,0 days 00:00:23.431000,0 days 00:00:34.809000,0 days 01:03:53.444000,0 days 01:04:16.875000,0 days 01:04:51.684000,277.0,295.0,294.0,302.0,False,SOFT,10.0,True,2.0,0 days 01:03:24.272000,Red Bull Racing,RIC,1,True
0 days 01:06:19.128000,3,0 days 00:01:27.444000,37,,,0 days 00:00:29.304000,0 days 00:00:23.395000,0 days 00:00:34.745000,0 days 01:05:20.988000,0 days 01:05:44.383000,0 days 01:06:19.128000,275.0,295.0,295.0,,False,SOFT,11.0,True,2.0,0 days 01:04:51.684000,Red Bull Racing,RIC,1,True
0 days 01:07:46.996000,3,0 days 00:01:27.868000,38,,,0 days 00:00:29.571000,0 days 00:00:23.418000,0 days 00:00:34.879000,0 days 01:06:48.699000,0 days 01:07:12.117000,0 days 01:07:46.996000,276.0,293.0,291.0,301.0,False,SOFT,12.0,True,2.0,0 days 01:06:19.128000,Red Bull Racing,RIC,1,True
0 days 01:09:14.530000,3,0 days 00:01:27.534000,39,,,0 days 00:00:29.327000,0 days 00:00:23.468000,0 days 00:00:34.739000,0 days 01:08:16.323000,0 days 01:08:39.791000,0 days 01:09:14.530000,,293.0,293.0,294.0,False,SOFT,13.0,True,2.0,0 days 01:07:46.996000,Red Bull Racing,RIC,1,True
0 days 01:10:41.734000,3,0 days 00:01:27.204000,40,,,0 days 00:00:29.130000,0 days 00:00:23.397000,0 days 00:00:34.677000,0 days 01:09:43.660000,0 days 01:10:07.057000,0 days 01:10:41.734000,273.0,290.0,285.0,301.0,False,SOFT,14.0,True,2.0,0 days 01:09:14.530000,Red Bull Racing,RIC,1,True
0 days 01:12:08.844000,3,0 days 00:01:27.110000,41,,,0 days 00:00:29.135000,0 days 00:00:23.399000,0 days 00:00:34.576000,0 days 01:11:10.869000,0 days 01:11:34.268000,0 days 01:12:08.844000,277.0,290.0,287.0,288.0,False,SOFT,15.0,True,2.0,0 days 01:10:41.734000,Red Bull Racing,RIC,1,True
0 days 01:13:35.716000,3,0 days 00:01:26.872000,42,,,0 days 00:00:29.122000,0 days 00:00:23.275000,0 days 00:00:34.475000,0 days 01:12:37.966000,0 days 01:13:01.241000,0 days 01:13:35.716000,,294.0,296.0,290.0,False,SOFT,16.0,True,2.0,0 days 01:12:08.844000,Red Bull Racing,RIC,1,True
0 days 01:15:03.194000,3,0 days 00:01:27.478000,43,,,0 days 00:00:29.155000,0 days 00:00:23.625000,0 days 00:00:34.698000,0 days 01:14:04.871000,0 days 01:14:28.496000,0 days 01:15:03.194000,276.0,294.0,287.0,300.0,False,SOFT,17.0,True,2.0,0 days 01:13:35.716000,Red Bull Racing,RIC,1,True
0 days 01:16:30.379000,3,0 days 00:01:27.185000,44,,,0 days 00:00:29.296000,0 days 00:00:23.312000,0 days 00:00:34.577000,0 days 01:15:32.490000,0 days 01:15:55.802000,0 days 01:16:30.379000,,293.0,286.0,287.0,False,SOFT,18.0,True,2.0,0 days 01:15:03.194000,Red Bull Racing,RIC,1,True
0 days 01:17:57.545000,3,0 days 00:01:27.166000,45,,,0 days 00:00:29.159000,0 days 00:00:23.247000,0 days 00:00:34.760000,0 days 01:16:59.538000,0 days 01:17:22.785000,0 days 01:17:57.545000,275.0,293.0,287.0,,False,SOFT,19.0,True,2.0,0 days 01:16:30.379000,Red Bull Racing,RIC,1,True
0 days 01:19:24.861000,3,0 days 00:01:27.316000,46,,,0 days 00:00:29.197000,0 days 00:00:23.393000,0 days 00:00:34.726000,0 days 01:18:26.742000,0 days 01:18:50.135000,0 days 01:19:24.861000,276.0,294.0,286.0,286.0,False,SOFT,20.0,True,2.0,0 days 01:17:57.545000,Red Bull Racing,RIC,1,True
0 days 01:20:52.253000,3,0 days 00:01:27.392000,47,,,0 days 00:00:29.094000,0 days 00:00:23.470000,0 days 00:00:34.828000,0 days 01:19:53.955000,0 days 01:20:17.425000,0 days 01:20:52.253000,277.0,295.0,288.0,288.0,False,SOFT,21.0,True,2.0,0 days 01:19:24.861000,Red Bull Racing,RIC,1,True
0 days 01:22:19.347000,3,0 days 00:01:27.094000,48,,,0 days 00:00:29.080000,0 days 00:00:23.285000,0 days 00:00:34.729000,0 days 01:21:21.333000,0 days 01:21:44.618000,0 days 01:22:19.347000,276.0,294.0,288.0,289.0,False,SOFT,22.0,True,2.0,0 days 01:20:52.253000,Red Bull Racing,RIC,1,True
0 days 01:23:46.874000,3,0 days 00:01:27.527000,49,,,0 days 00:00:29.069000,0 days 00:00:23.516000,0 days 00:00:34.942000,0 days 01:22:48.416000,0 days 01:23:11.932000,0 days 01:23:46.874000,277.0,291.0,285.0,292.0,False,SOFT,23.0,True,2.0,0 days 01:22:19.347000,Red Bull Racing,RIC,1,True
0 days 01:25:13.599000,3,0 days 00:01:26.725000,50,,,0 days 00:00:28.904000,0 days 00:00:23.306000,0 days 00:00:34.515000,0 days 01:24:15.778000,0 days 01:24:39.084000,0 days 01:25:13.599000,278.0,293.0,288.0,289.0,False,SOFT,24.0,True,2.0,0 days 01:23:46.874000,Red Bull Racing,RIC,1,True
0 days 01:26:41.205000,3,0 days 00:01:27.606000,51,,,0 days 00:00:29.040000,0 days 00:00:23.594000,0 days 00:00:34.972000,0 days 01:25:42.639000,0 days 01:26:06.233000,0 days 01:26:41.205000,276.0,293.0,286.0,290.0,False,SOFT,25.0,True,2.0,0 days 01:25:13.599000,Red Bull Racing,RIC,1,True
0 days 01:28:09.109000,3,0 days 00:01:27.904000,52,,,0 days 00:00:29.415000,0 days 00:00:23.497000,0 days 00:00:34.992000,0 days 01:27:10.620000,0 days 01:27:34.117000,0 days 01:28:09.109000,274.0,293.0,286.0,287.0,False,SOFT,26.0,True,2.0,0 days 01:26:41.205000,Red Bull Racing,RIC,1,True
0 days 01:29:36.464000,3,0 days 00:01:27.355000,53,,,0 days 00:00:29.127000,0 days 00:00:23.453000,0 days 00:00:34.775000,0 days 01:28:38.236000,0 days 01:29:01.689000,0 days 01:29:36.464000,272.0,294.0,286.0,289.0,False,SOFT,27.0,True,2.0,0 days 01:28:09.109000,Red Bull Racing,RIC,1,True
0 days 01:31:02.409000,3,0 days 00:01:25.945000,54,,,0 days 00:00:28.732000,0 days 00:00:23.124000,0 days 00:00:34.089000,0 days 01:30:05.196000,0 days 01:30:28.320000,0 days 01:31:02.409000,276.0,294.0,286.0,287.0,True,SOFT,28.0,True,2.0,0 days 01:29:36.464000,Red Bull Racing,RIC,1,True
0 days 01:32:28.574000,3,0 days 00:01:26.165000,55,,,0 days 00:00:28.885000,0 days 00:00:23.044000,0 days 00:00:34.236000,0 days 01:31:31.294000,0 days 01:31:54.338000,0 days 01:32:28.574000,278.0,295.0,287.0,290.0,False,SOFT,29.0,True,2.0,0 days 01:31:02.409000,Red Bull Racing,RIC,1,True
0 days 01:33:55.003000,3,0 days 00:01:26.429000,56,,,0 days 00:00:28.821000,0 days 00:00:23.120000,0 days 00:00:34.488000,0 days 01:32:57.395000,0 days 01:33:20.515000,0 days 01:33:55.003000,,301.0,297.0,,False,SOFT,30.0,True,2.0,0 days 01:32:28.574000,Red Bull Racing,RIC,1,True
0 days 01:35:21.351000,3,0 days 00:01:26.348000,57,,,0 days 00:00:28.651000,0 days 00:00:23.278000,0 days 00:00:34.419000,0 days 01:34:23.654000,0 days 01:34:46.932000,0 days 01:35:21.351000,280.0,296.0,290.0,306.0,False,SOFT,31.0,True,2.0,0 days 01:33:55.003000,Red Bull Racing,RIC,1,True
0 days 01:36:48.550000,3,0 days 00:01:27.199000,58,,,0 days 00:00:29.060000,0 days 00:00:23.366000,0 days 00:00:34.773000,0 days 01:35:50.411000,0 days 01:36:13.777000,0 days 01:36:48.550000,277.0,302.0,292.0,303.0,False,SOFT,32.0,True,2.0,0 days 01:35:21.351000,Red Bull Racing,RIC,1,True
0 days 00:08:49.729000,14,,1,0 days 00:00:04.103000,,,0 days 00:00:24.692000,0 days 00:00:38.129000,,0 days 00:08:12.142000,0 days 00:08:50.005000,247.0,270.0,279.0,225.0,False,,,,,0 days 00:07:07.988000,McLaren,ALO,1,False
0 days 00:10:21.294000,14,0 days 00:01:31.565000,2,,,0 days 00:00:30.482000,0 days 00:00:24.593000,0 days 00:00:36.490000,0 days 00:09:20.211000,0 days 00:09:44.804000,0 days 00:10:21.294000,266.0,287.0,279.0,273.0,False,ULTRASOFT,1.0,True,1.0,0 days 00:08:49.729000,McLaren,ALO,1,True
0 days 00:11:52.598000,14,0 days 00:01:31.304000,3,,,0 days 00:00:30.619000,0 days 00:00:24.376000,0 days 00:00:36.309000,0 days 00:10:51.913000,0 days 00:11:16.289000,0 days 00:11:52.598000,263.0,281.0,283.0,280.0,False,ULTRASOFT,2.0,True,1.0,0 days 00:10:21.294000,McLaren,ALO,1,True
0 days 00:13:23.149000,14,0 days 00:01:30.551000,4,,,0 days 00:00:30.031000,0 days 00:00:24.386000,0 days 00:00:36.134000,0 days 00:12:22.629000,0 days 00:12:47.015000,0 days 00:13:23.149000,268.0,285.0,284.0,288.0,False,ULTRASOFT,3.0,True,1.0,0 days 00:11:52.598000,McLaren,ALO,1,True
0 days 00:14:55.059000,14,0 days 00:01:31.910000,5,,,0 days 00:00:30.524000,0 days 00:00:24.550000,0 days 00:00:36.836000,0 days 00:13:53.673000,0 days 00:14:18.223000,0 days 00:14:55.059000,263.0,286.0,281.0,283.0,False,ULTRASOFT,4.0,True,1.0,0 days 00:13:23.149000,McLaren,ALO,2,True
0 days 00:16:26.790000,14,0 days 00:01:31.731000,6,,,0 days 00:00:30.531000,0 days 00:00:24.504000,0 days 00:00:36.696000,0 days 00:15:25.590000,0 days 00:15:50.094000,0 days 00:16:26.790000,265.0,286.0,282.0,266.0,False,ULTRASOFT,5.0,True,1.0,0 days 00:14:55.059000,McLaren,ALO,2,True
0 days 00:17:57.957000,14,0 days 00:01:31.167000,7,,,0 days 00:00:30.449000,0 days 00:00:24.307000,0 days 00:00:36.411000,0 days 00:16:57.239000,0 days 00:17:21.546000,0 days 00:17:57.957000,261.0,284.0,281.0,263.0,False,ULTRASOFT,6.0,True,1.0,0 days 00:16:26.790000,McLaren,ALO,2,True
0 days 00:19:28.883000,14,0 days 00:01:30.926000,8,,,0 days 00:00:30.468000,0 days 00:00:24.244000,0 days 00:00:36.214000,0 days 00:18:28.425000,0 days 00:18:52.669000,0 days 00:19:28.883000,262.0,279.0,280.0,266.0,False,ULTRASOFT,7.0,True,1.0,0 days 00:17:57.957000,McLaren,ALO,1,True
0 days 00:20:59.290000,14,0 days 00:01:30.407000,9,,,0 days 00:00:30.157000,0 days 00:00:24.264000,0 days 00:00:35.986000,0 days 00:19:59.040000,0 days 00:20:23.304000,0 days 00:20:59.290000,263.0,282.0,281.0,279.0,False,ULTRASOFT,8.0,True,1.0,0 days 00:19:28.883000,McLaren,ALO,1,True
0 days 00:22:30.275000,14,0 days 00:01:30.985000,10,,,0 days 00:00:30.494000,0 days 00:00:24.281000,0 days 00:00:36.210000,0 days 00:21:29.784000,0 days 00:21:54.065000,0 days 00:22:30.275000,268.0,291.0,294.0,270.0,False,ULTRASOFT,9.0,True,1.0,0 days 00:20:59.290000,McLaren,ALO,2,True
0 days 00:24:01.147000,14,0 days 00:01:30.872000,11,,,0 days 00:00:30.164000,0 days 00:00:24.482000,0 days 00:00:36.226000,0 days 00:23:00.439000,0 days 00:23:24.921000,0 days 00:24:01.147000,264.0,283.0,280.0,292.0,False,ULTRASOFT,10.0,True,1.0,0 days 00:22:30.275000,McLaren,ALO,1,True
0 days 00:25:31.639000,14,0 days 00:01:30.492000,12,,,0 days 00:00:30.188000,0 days 00:00:24.227000,0 days 00:00:36.077000,0 days 00:24:31.335000,0 days 00:24:55.562000,0 days 00:25:31.639000,266.0,285.0,281.0,275.0,False,ULTRASOFT,11.0,True,1.0,0 days 00:24:01.147000,McLaren,ALO,1,True
0 days 00:27:01.810000,14,0 days 00:01:30.171000,13,,,0 days 00:00:30.141000,0 days 00:00:24.071000,0 days 00:00:35.959000,0 days 00:26:01.780000,0 days 00:26:25.851000,0 days 00:27:01.810000,263.0,282.0,281.0,284.0,False,ULTRASOFT,12.0,True,1.0,0 days 00:25:31.639000,McLaren,ALO,1,True
0 days 00:28:31.879000,14,0 days 00:01:30.069000,14,,,0 days 00:00:30.134000,0 days 00:00:24.198000,0 days 00:00:35.737000,0 days 00:27:31.944000,0 days 00:27:56.142000,0 days 00:28:31.879000,266.0,285.0,282.0,281.0,False,ULTRASOFT,13.0,True,1.0,0 days 00:27:01.810000,McLaren,ALO,1,True
0 days 00:30:02.380000,14,0 days 00:01:30.501000,15,,,0 days 00:00:30.295000,0 days 00:00:24.119000,0 days 00:00:36.087000,0 days 00:29:02.174000,0 days 00:29:26.293000,0 days 00:30:02.380000,261.0,284.0,280.0,274.0,False,ULTRASOFT,14.0,True,1.0,0 days 00:28:31.879000,McLaren,ALO,1,True
0 days 00:31:32.365000,14,0 days 00:01:29.985000,16,,,0 days 00:00:29.960000,0 days 00:00:24.088000,0 days 00:00:35.937000,0 days 00:30:32.340000,0 days 00:30:56.428000,0 days 00:31:32.365000,260.0,286.0,282.0,272.0,False,ULTRASOFT,15.0,True,1.0,0 days 00:30:02.380000,McLaren,ALO,1,True
0 days 00:33:02.631000,14,0 days 00:01:30.266000,17,,,0 days 00:00:30.166000,0 days 00:00:24.181000,0 days 00:00:35.919000,0 days 00:32:02.531000,0 days 00:32:26.712000,0 days 00:33:02.631000,261.0,285.0,282.0,,False,ULTRASOFT,16.0,True,1.0,0 days 00:31:32.365000,McLaren,ALO,1,True
0 days 00:34:32.813000,14,0 days 00:01:30.182000,18,,,0 days 00:00:30.081000,0 days 00:00:24.169000,0 days 00:00:35.932000,0 days 00:33:32.712000,0 days 00:33:56.881000,0 days 00:34:32.813000,267.0,281.0,282.0,,False,ULTRASOFT,17.0,True,1.0,0 days 00:33:02.631000,McLaren,ALO,1,True
0 days 00:36:02.410000,14,0 days 00:01:29.597000,19,,,0 days 00:00:30.043000,0 days 00:00:24.003000,0 days 00:00:35.551000,0 days 00:35:02.856000,0 days 00:35:26.859000,0 days 00:36:02.410000,268.0,285.0,282.0,271.0,False,ULTRASOFT,18.0,True,1.0,0 days 00:34:32.813000,McLaren,ALO,1,True
0 days 00:37:32.027000,14,0 days 00:01:29.617000,20,,,0 days 00:00:29.970000,0 days 00:00:23.960000,0 days 00:00:35.687000,0 days 00:36:32.380000,0 days 00:36:56.340000,0 days 00:37:32.027000,267.0,290.0,283.0,285.0,False,ULTRASOFT,19.0,True,1.0,0 days 00:36:02.410000,McLaren,ALO,1,True
0 days 00:39:01.892000,14,0 days 00:01:29.865000,21,,,0 days 00:00:30.151000,0 days 00:00:23.997000,0 days 00:00:35.717000,0 days 00:38:02.178000,0 days 00:38:26.175000,0 days 00:39:01.892000,270.0,294.0,292.0,288.0,False,ULTRASOFT,20.0,True,1.0,0 days 00:37:32.027000,McLaren,ALO,1,True
0 days 00:40:31.518000,14,0 days 00:01:29.626000,22,,,0 days 00:00:30.021000,0 days 00:00:24.244000,0 days 00:00:35.361000,0 days 00:39:31.913000,0 days 00:39:56.157000,0 days 00:40:31.518000,268.0,282.0,280.0,298.0,False,ULTRASOFT,21.0,True,1.0,0 days 00:39:01.892000,McLaren,ALO,1,True
0 days 00:42:00.321000,14,0 days 00:01:28.803000,23,,,0 days 00:00:29.590000,0 days 00:00:23.930000,0 days 00:00:35.283000,0 days 00:41:01.108000,0 days 00:41:25.038000,0 days 00:42:00.321000,269.0,284.0,279.0,285.0,False,ULTRASOFT,22.0,True,1.0,0 days 00:40:31.518000,McLaren,ALO,2,True
0 days 00:43:29.498000,14,0 days 00:01:29.177000,24,,,0 days 00:00:29.929000,0 days 00:00:23.866000,0 days 00:00:35.382000,0 days 00:42:30.250000,0 days 00:42:54.116000,0 days 00:43:29.498000,270.0,288.0,280.0,284.0,False,ULTRASOFT,23.0,True,1.0,0 days 00:42:00.321000,McLaren,ALO,2,True
0 days 00:44:58.635000,14,0 days 00:01:29.137000,25,,,0 days 00:00:29.631000,0 days 00:00:24.002000,0 days 00:00:35.504000,0 days 00:43:59.129000,0 days 00:44:23.131000,0 days 00:44:58.635000,268.0,285.0,280.0,,False,ULTRASOFT,24.0,True,1.0,0 days 00:43:29.498000,McLaren,ALO,2,True
0 days 00:47:19.165000,14,0 days 00:02:20.530000,26,,0 days 00:46:59.732000,0 days 00:00:42.712000,0 days 00:00:32.073000,0 days 00:01:05.745000,0 days 00:45:41.347000,0 days 00:46:13.420000,0 days 00:47:19.165000,168.0,205.0,,246.0,False,ULTRASOFT,25.0,True,1.0,0 days 00:44:58.635000,McLaren,ALO,26,False
0 days 00:49:29.322000,14,0 days 00:02:10.157000,27,0 days 00:47:21.957000,,0 days 00:00:46.515000,0 days 00:00:34.010000,0 days 00:00:49.632000,0 days 00:48:05.680000,0 days 00:48:39.690000,0 days 00:49:29.322000,202.0,200.0,217.0,217.0,False,SOFT,1.0,True,2.0,0 days 00:47:19.165000,McLaren,ALO,64,False
0 days 00:51:32.331000,14,0 days 00:02:03.009000,28,,,0 days 00:00:39.948000,0 days 00:00:34.739000,0 days 00:00:48.322000,0 days 00:50:09.270000,0 days 00:50:44.009000,0 days 00:51:32.331000,181.0,196.0,201.0,158.0,False,SOFT,2.0,True,2.0,0 days 00:49:29.322000,McLaren,ALO,4,False
0 days 00:53:21.640000,14,0 days 00:01:49.309000,29,,,0 days 00:00:36.931000,0 days 00:00:28.316000,0 days 00:00:44.062000,0 days 00:52:09.262000,0 days 00:52:37.578000,0 days 00:53:21.640000,240.0,264.0,255.0,205.0,False,SOFT,3.0,True,2.0,0 days 00:51:32.331000,McLaren,ALO,4,False
