Time,DriverNumber,LapTime,LapNumber,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Stint,LapStartTime,Team,Driver,TrackStatus,IsAccurate
0 days 00:08:44.363000,5,,1,0 days 00:00:04.103000,,,0 days 00:00:24.142000,0 days 00:00:36.352000,,0 days 00:08:08.653000,0 days 00:08:44.559000,275.0,290.0,286.0,241.0,False,,,,,0 days 00:07:07.988000,Ferrari,VET,1,False
0 days 00:10:14.925000,5,0 days 00:01:30.562000,2,,,0 days 00:00:30.174000,0 days 00:00:23.995000,0 days 00:00:36.393000,0 days 00:09:14.537000,0 days 00:09:38.532000,0 days 00:10:14.925000,268.0,288.0,285.0,288.0,False,ULTRASOFT,4.0,False,1.0,0 days 00:08:44.363000,Ferrari,VET,1,True
0 days 00:11:45.102000,5,0 days 00:01:30.177000,3,,,0 days 00:00:30.157000,0 days 00:00:23.966000,0 days 00:00:36.054000,0 days 00:10:45.082000,0 days 00:11:09.048000,0 days 00:11:45.102000,,289.0,286.0,278.0,False,ULTRASOFT,5.0,False,1.0,0 days 00:10:14.925000,Ferrari,VET,1,True
0 days 00:13:14.712000,5,0 days 00:01:29.610000,4,,,0 days 00:00:29.954000,0 days 00:00:23.871000,0 days 00:00:35.785000,0 days 00:12:15.056000,0 days 00:12:38.927000,0 days 00:13:14.712000,271.0,291.0,284.0,286.0,False,ULTRASOFT,6.0,False,1.0,0 days 00:11:45.102000,Ferrari,VET,1,True
0 days 00:14:44.252000,5,0 days 00:01:29.540000,5,,,0 days 00:00:29.827000,0 days 00:00:23.850000,0 days 00:00:35.863000,0 days 00:13:44.539000,0 days 00:14:08.389000,0 days 00:14:44.252000,270.0,290.0,283.0,277.0,False,ULTRASOFT,7.0,False,1.0,0 days 00:13:14.712000,Ferrari,VET,1,True
0 days 00:16:14.749000,5,0 days 00:01:30.497000,6,,,0 days 00:00:30.008000,0 days 00:00:23.981000,0 days 00:00:36.508000,0 days 00:15:14.260000,0 days 00:15:38.241000,0 days 00:16:14.749000,268.0,287.0,284.0,287.0,False,ULTRASOFT,8.0,False,1.0,0 days 00:14:44.252000,Ferrari,VET,2,True
0 days 00:17:44.926000,5,0 days 00:01:30.177000,7,,,0 days 00:00:29.821000,0 days 00:00:23.961000,0 days 00:00:36.395000,0 days 00:16:44.570000,0 days 00:17:08.531000,0 days 00:17:44.926000,269.0,288.0,284.0,283.0,False,ULTRASOFT,9.0,False,1.0,0 days 00:16:14.749000,Ferrari,VET,2,True
0 days 00:19:14.407000,5,0 days 00:01:29.481000,8,,,0 days 00:00:29.827000,0 days 00:00:23.867000,0 days 00:00:35.787000,0 days 00:18:14.753000,0 days 00:18:38.620000,0 days 00:19:14.407000,270.0,288.0,284.0,284.0,False,ULTRASOFT,10.0,False,1.0,0 days 00:17:44.926000,Ferrari,VET,1,True
0 days 00:20:43.782000,5,0 days 00:01:29.375000,9,,,0 days 00:00:29.781000,0 days 00:00:23.823000,0 days 00:00:35.771000,0 days 00:19:44.188000,0 days 00:20:08.011000,0 days 00:20:43.782000,269.0,287.0,287.0,285.0,False,ULTRASOFT,11.0,False,1.0,0 days 00:19:14.407000,Ferrari,VET,1,True
0 days 00:22:12.447000,5,0 days 00:01:28.665000,10,,,0 days 00:00:29.489000,0 days 00:00:23.706000,0 days 00:00:35.470000,0 days 00:21:13.271000,0 days 00:21:36.977000,0 days 00:22:12.447000,275.0,292.0,287.0,292.0,False,ULTRASOFT,12.0,False,1.0,0 days 00:20:43.782000,Ferrari,VET,2,True
0 days 00:23:41.472000,5,0 days 00:01:29.025000,11,,,0 days 00:00:29.697000,0 days 00:00:23.746000,0 days 00:00:35.582000,0 days 00:22:42.144000,0 days 00:23:05.890000,0 days 00:23:41.472000,274.0,289.0,285.0,294.0,False,ULTRASOFT,13.0,False,1.0,0 days 00:22:12.447000,Ferrari,VET,1,True
0 days 00:25:09.877000,5,0 days 00:01:28.405000,12,,,0 days 00:00:29.523000,0 days 00:00:23.598000,0 days 00:00:35.284000,0 days 00:24:10.995000,0 days 00:24:34.593000,0 days 00:25:09.877000,273.0,290.0,287.0,291.0,False,ULTRASOFT,14.0,False,1.0,0 days 00:23:41.472000,Ferrari,VET,1,True
0 days 00:26:38.986000,5,0 days 00:01:29.109000,13,,,0 days 00:00:29.579000,0 days 00:00:23.933000,0 days 00:00:35.597000,0 days 00:25:39.456000,0 days 00:26:03.389000,0 days 00:26:38.986000,,290.0,285.0,295.0,False,ULTRASOFT,15.0,False,1.0,0 days 00:25:09.877000,Ferrari,VET,1,True
0 days 00:28:07.787000,5,0 days 00:01:28.801000,14,,,0 days 00:00:29.590000,0 days 00:00:23.774000,0 days 00:00:35.437000,0 days 00:27:08.576000,0 days 00:27:32.350000,0 days 00:28:07.787000,275.0,290.0,285.0,294.0,False,ULTRASOFT,16.0,False,1.0,0 days 00:26:38.986000,Ferrari,VET,1,True
0 days 00:29:36.472000,5,0 days 00:01:28.685000,15,,,0 days 00:00:29.647000,0 days 00:00:23.739000,0 days 00:00:35.299000,0 days 00:28:37.434000,0 days 00:29:01.173000,0 days 00:29:36.472000,272.0,290.0,284.0,292.0,False,ULTRASOFT,17.0,False,1.0,0 days 00:28:07.787000,Ferrari,VET,1,True
0 days 00:31:05.176000,5,0 days 00:01:28.704000,16,,,0 days 00:00:29.530000,0 days 00:00:23.743000,0 days 00:00:35.431000,0 days 00:30:06.002000,0 days 00:30:29.745000,0 days 00:31:05.176000,274.0,290.0,284.0,289.0,False,ULTRASOFT,18.0,False,1.0,0 days 00:29:36.472000,Ferrari,VET,1,True
0 days 00:32:33.772000,5,0 days 00:01:28.596000,17,,,0 days 00:00:29.457000,0 days 00:00:23.659000,0 days 00:00:35.480000,0 days 00:31:34.633000,0 days 00:31:58.292000,0 days 00:32:33.772000,,289.0,284.0,290.0,False,ULTRASOFT,19.0,False,1.0,0 days 00:31:05.176000,Ferrari,VET,1,True
0 days 00:34:02.306000,5,0 days 00:01:28.534000,18,,,0 days 00:00:29.455000,0 days 00:00:23.670000,0 days 00:00:35.409000,0 days 00:33:03.227000,0 days 00:33:26.897000,0 days 00:34:02.306000,273.0,289.0,283.0,289.0,False,ULTRASOFT,20.0,False,1.0,0 days 00:32:33.772000,Ferrari,VET,1,True
0 days 00:35:30.794000,5,0 days 00:01:28.488000,19,,,0 days 00:00:29.649000,0 days 00:00:23.646000,0 days 00:00:35.193000,0 days 00:34:31.955000,0 days 00:34:55.601000,0 days 00:35:30.794000,274.0,287.0,283.0,,False,ULTRASOFT,21.0,False,1.0,0 days 00:34:02.306000,Ferrari,VET,1,True
0 days 00:36:59.039000,5,0 days 00:01:28.245000,20,,,0 days 00:00:29.427000,0 days 00:00:23.558000,0 days 00:00:35.260000,0 days 00:36:00.221000,0 days 00:36:23.779000,0 days 00:36:59.039000,273.0,290.0,282.0,290.0,False,ULTRASOFT,22.0,False,1.0,0 days 00:35:30.794000,Ferrari,VET,1,True
0 days 00:38:27.600000,5,0 days 00:01:28.561000,21,,,0 days 00:00:29.574000,0 days 00:00:23.670000,0 days 00:00:35.317000,0 days 00:37:28.613000,0 days 00:37:52.283000,0 days 00:38:27.600000,271.0,288.0,282.0,285.0,False,ULTRASOFT,23.0,False,1.0,0 days 00:36:59.039000,Ferrari,VET,1,True
0 days 00:39:56.115000,5,0 days 00:01:28.515000,22,,,0 days 00:00:29.521000,0 days 00:00:23.775000,0 days 00:00:35.219000,0 days 00:38:57.121000,0 days 00:39:20.896000,0 days 00:39:56.115000,272.0,290.0,283.0,288.0,False,ULTRASOFT,24.0,False,1.0,0 days 00:38:27.600000,Ferrari,VET,1,True
0 days 00:41:25.069000,5,0 days 00:01:28.954000,23,,,0 days 00:00:29.497000,0 days 00:00:23.913000,0 days 00:00:35.544000,0 days 00:40:25.612000,0 days 00:40:49.525000,0 days 00:41:25.069000,271.0,290.0,284.0,,False,ULTRASOFT,25.0,False,1.0,0 days 00:39:56.115000,Ferrari,VET,1,True
0 days 00:42:54.099000,5,0 days 00:01:29.030000,24,,,0 days 00:00:29.852000,0 days 00:00:23.757000,0 days 00:00:35.421000,0 days 00:41:54.921000,0 days 00:42:18.678000,0 days 00:42:54.099000,270.0,293.0,283.0,290.0,False,ULTRASOFT,26.0,False,1.0,0 days 00:41:25.069000,Ferrari,VET,2,True
0 days 00:44:22.886000,5,0 days 00:01:28.787000,25,,,0 days 00:00:29.430000,0 days 00:00:23.746000,0 days 00:00:35.611000,0 days 00:43:23.529000,0 days 00:43:47.275000,0 days 00:44:22.886000,273.0,294.0,284.0,,False,ULTRASOFT,27.0,False,1.0,0 days 00:42:54.099000,Ferrari,VET,2,True
0 days 00:46:27.994000,5,0 days 00:02:05.108000,26,,0 days 00:46:08.993000,0 days 00:00:30.310000,0 days 00:00:32.642000,,0 days 00:44:53.256000,0 days 00:45:25.882000,,272.0,214.0,,288.0,False,ULTRASOFT,28.0,False,1.0,0 days 00:44:22.886000,Ferrari,VET,26,False
0 days 00:48:37.341000,5,0 days 00:02:09.347000,27,0 days 00:46:30.807000,,0 days 00:00:45.345000,0 days 00:00:34.314000,0 days 00:00:49.688000,0 days 00:47:13.339000,0 days 00:47:47.653000,0 days 00:48:37.341000,158.0,207.0,184.0,228.0,False,SOFT,1.0,True,2.0,0 days 00:46:27.994000,Ferrari,VET,6,False
0 days 00:50:40.589000,5,0 days 00:02:03.248000,28,,,0 days 00:00:43.269000,0 days 00:00:30.519000,0 days 00:00:49.460000,0 days 00:49:20.610000,0 days 00:49:51.129000,0 days 00:50:40.589000,184.0,242.0,195.0,217.0,False,SOFT,2.0,True,2.0,0 days 00:48:37.341000,Ferrari,VET,64,False
0 days 00:52:53.698000,5,0 days 00:02:13.109000,29,,,0 days 00:00:41.714000,0 days 00:00:33.751000,0 days 00:00:57.644000,0 days 00:51:22.303000,0 days 00:51:56.054000,0 days 00:52:53.698000,143.0,220.0,183.0,164.0,False,SOFT,3.0,True,2.0,0 days 00:50:40.589000,Ferrari,VET,4,False
0 days 00:55:10.168000,5,0 days 00:02:16.470000,30,,,0 days 00:00:46.299000,0 days 00:00:34.495000,0 days 00:00:55.676000,0 days 00:53:39.997000,0 days 00:54:14.492000,0 days 00:55:10.168000,174.0,216.0,188.0,182.0,False,SOFT,4.0,True,2.0,0 days 00:52:53.698000,Ferrari,VET,4,False
0 days 00:57:29.025000,5,0 days 00:02:18.857000,31,,,0 days 00:00:46.161000,0 days 00:00:35.597000,0 days 00:00:57.099000,0 days 00:55:56.329000,0 days 00:56:31.926000,0 days 00:57:29.025000,186.0,217.0,283.0,196.0,False,SOFT,5.0,True,2.0,0 days 00:55:10.168000,Ferrari,VET,4,False
0 days 00:58:57.023000,5,0 days 00:01:27.998000,32,,,0 days 00:00:29.636000,0 days 00:00:23.382000,0 days 00:00:34.980000,0 days 00:57:58.661000,0 days 00:58:22.043000,0 days 00:58:57.023000,267.0,290.0,282.0,293.0,False,SOFT,6.0,True,2.0,0 days 00:57:29.025000,Ferrari,VET,1,False
0 days 01:00:24.912000,5,0 days 00:01:27.889000,33,,,0 days 00:00:29.514000,0 days 00:00:23.290000,0 days 00:00:35.085000,0 days 00:59:26.537000,0 days 00:59:49.827000,0 days 01:00:24.912000,270.0,289.0,279.0,285.0,False,SOFT,7.0,True,2.0,0 days 00:58:57.023000,Ferrari,VET,1,True
0 days 01:01:52.471000,5,0 days 00:01:27.559000,34,,,0 days 00:00:29.459000,0 days 00:00:23.277000,0 days 00:00:34.823000,0 days 01:00:54.371000,0 days 01:01:17.648000,0 days 01:01:52.471000,274.0,291.0,280.0,,False,SOFT,8.0,True,2.0,0 days 01:00:24.912000,Ferrari,VET,1,True
0 days 01:03:19.571000,5,0 days 00:01:27.100000,35,,,0 days 00:00:29.209000,0 days 00:00:23.332000,0 days 00:00:34.559000,0 days 01:02:21.680000,0 days 01:02:45.012000,0 days 01:03:19.571000,277.0,293.0,280.0,286.0,False,SOFT,9.0,True,2.0,0 days 01:01:52.471000,Ferrari,VET,1,True
0 days 01:04:46.694000,5,0 days 00:01:27.123000,36,,,0 days 00:00:29.093000,0 days 00:00:23.277000,0 days 00:00:34.753000,0 days 01:03:48.664000,0 days 01:04:11.941000,0 days 01:04:46.694000,276.0,293.0,278.0,285.0,False,SOFT,10.0,True,2.0,0 days 01:03:19.571000,Ferrari,VET,1,True
0 days 01:06:13.869000,5,0 days 00:01:27.175000,37,,,0 days 00:00:29.087000,0 days 00:00:23.276000,0 days 00:00:34.812000,0 days 01:05:15.781000,0 days 01:05:39.057000,0 days 01:06:13.869000,,291.0,280.0,289.0,False,SOFT,11.0,True,2.0,0 days 01:04:46.694000,Ferrari,VET,1,True
0 days 01:07:41.178000,5,0 days 00:01:27.309000,38,,,0 days 00:00:29.176000,0 days 00:00:23.345000,0 days 00:00:34.788000,0 days 01:06:43.045000,0 days 01:07:06.390000,0 days 01:07:41.178000,275.0,289.0,277.0,284.0,False,SOFT,12.0,True,2.0,0 days 01:06:13.869000,Ferrari,VET,1,True
0 days 01:09:08.125000,5,0 days 00:01:26.947000,39,,,0 days 00:00:29.056000,0 days 00:00:23.303000,0 days 00:00:34.588000,0 days 01:08:10.234000,0 days 01:08:33.537000,0 days 01:09:08.125000,278.0,293.0,281.0,285.0,False,SOFT,13.0,True,2.0,0 days 01:07:41.178000,Ferrari,VET,1,True
0 days 01:10:35.034000,5,0 days 00:01:26.909000,40,,,0 days 00:00:29.031000,0 days 00:00:23.238000,0 days 00:00:34.640000,0 days 01:09:37.156000,0 days 01:10:00.394000,0 days 01:10:35.034000,275.0,291.0,281.0,289.0,False,SOFT,14.0,True,2.0,0 days 01:09:08.125000,Ferrari,VET,1,True
0 days 01:12:01.980000,5,0 days 00:01:26.946000,41,,,0 days 00:00:29.074000,0 days 00:00:23.360000,0 days 00:00:34.512000,0 days 01:11:04.108000,0 days 01:11:27.468000,0 days 01:12:01.980000,276.0,291.0,285.0,287.0,False,SOFT,15.0,True,2.0,0 days 01:10:35.034000,Ferrari,VET,1,True
0 days 01:13:29.002000,5,0 days 00:01:27.022000,42,,,0 days 00:00:29.104000,0 days 00:00:23.404000,0 days 00:00:34.514000,0 days 01:12:31.084000,0 days 01:12:54.488000,0 days 01:13:29.002000,275.0,291.0,280.0,292.0,False,SOFT,16.0,True,2.0,0 days 01:12:01.980000,Ferrari,VET,1,True
0 days 01:14:55.874000,5,0 days 00:01:26.872000,43,,,0 days 00:00:29.005000,0 days 00:00:23.305000,0 days 00:00:34.562000,0 days 01:13:58.007000,0 days 01:14:21.312000,0 days 01:14:55.874000,276.0,291.0,280.0,286.0,False,SOFT,17.0,True,2.0,0 days 01:13:29.002000,Ferrari,VET,1,True
0 days 01:16:22.955000,5,0 days 00:01:27.081000,44,,,0 days 00:00:29.101000,0 days 00:00:23.201000,0 days 00:00:34.779000,0 days 01:15:24.975000,0 days 01:15:48.176000,0 days 01:16:22.955000,277.0,292.0,281.0,283.0,False,SOFT,18.0,True,2.0,0 days 01:14:55.874000,Ferrari,VET,1,True
0 days 01:17:49.740000,5,0 days 00:01:26.785000,45,,,0 days 00:00:28.973000,0 days 00:00:23.279000,0 days 00:00:34.533000,0 days 01:16:51.928000,0 days 01:17:15.207000,0 days 01:17:49.740000,275.0,291.0,282.0,284.0,False,SOFT,19.0,True,2.0,0 days 01:16:22.955000,Ferrari,VET,1,True
0 days 01:19:16.506000,5,0 days 00:01:26.766000,46,,,0 days 00:00:29.044000,0 days 00:00:23.379000,0 days 00:00:34.343000,0 days 01:18:18.784000,0 days 01:18:42.163000,0 days 01:19:16.506000,274.0,291.0,284.0,285.0,False,SOFT,20.0,True,2.0,0 days 01:17:49.740000,Ferrari,VET,1,True
0 days 01:20:43.543000,5,0 days 00:01:26.997000,47,,,,0 days 00:00:23.309000,0 days 00:00:34.644000,,0 days 01:20:09.293000,0 days 01:20:43.904000,273.0,290.0,283.0,293.0,False,SOFT,21.0,True,2.0,0 days 01:19:16.506000,Ferrari,VET,1,False
0 days 01:22:10.780000,5,0 days 00:01:27.237000,48,,,0 days 00:00:29.158000,0 days 00:00:23.398000,0 days 00:00:34.681000,0 days 01:21:12.701000,0 days 01:21:36.099000,0 days 01:22:10.780000,271.0,288.0,285.0,283.0,False,SOFT,22.0,True,2.0,0 days 01:20:43.543000,Ferrari,VET,1,True
0 days 01:23:37.864000,5,0 days 00:01:27.084000,49,,,0 days 00:00:28.916000,0 days 00:00:23.444000,0 days 00:00:34.724000,0 days 01:22:39.696000,0 days 01:23:03.140000,0 days 01:23:37.864000,278.0,292.0,281.0,291.0,False,SOFT,23.0,True,2.0,0 days 01:22:10.780000,Ferrari,VET,1,True
0 days 01:25:04.668000,5,0 days 00:01:26.804000,50,,,0 days 00:00:29.066000,0 days 00:00:23.338000,0 days 00:00:34.400000,0 days 01:24:06.930000,0 days 01:24:30.268000,0 days 01:25:04.668000,,290.0,282.0,285.0,False,SOFT,24.0,True,2.0,0 days 01:23:37.864000,Ferrari,VET,1,True
0 days 01:26:31.272000,5,0 days 00:01:26.604000,51,,,0 days 00:00:28.968000,0 days 00:00:23.302000,0 days 00:00:34.334000,0 days 01:25:33.636000,0 days 01:25:56.938000,0 days 01:26:31.272000,276.0,290.0,283.0,,False,SOFT,25.0,True,2.0,0 days 01:25:04.668000,Ferrari,VET,1,True
0 days 01:27:58.240000,5,0 days 00:01:26.968000,52,,,0 days 00:00:29.218000,0 days 00:00:23.343000,0 days 00:00:34.407000,0 days 01:27:00.490000,0 days 01:27:23.833000,0 days 01:27:58.240000,274.0,288.0,281.0,284.0,False,SOFT,26.0,True,2.0,0 days 01:26:31.272000,Ferrari,VET,1,True
0 days 01:29:24.709000,5,0 days 00:01:26.469000,53,,,0 days 00:00:28.891000,0 days 00:00:23.198000,0 days 00:00:34.380000,0 days 01:28:27.131000,0 days 01:28:50.329000,0 days 01:29:24.709000,277.0,293.0,282.0,286.0,True,SOFT,27.0,True,2.0,0 days 01:27:58.240000,Ferrari,VET,1,True
0 days 01:30:51.420000,5,0 days 00:01:26.711000,54,,,0 days 00:00:29.011000,0 days 00:00:23.289000,0 days 00:00:34.411000,0 days 01:29:53.720000,0 days 01:30:17.009000,0 days 01:30:51.420000,273.0,290.0,282.0,283.0,False,SOFT,28.0,True,2.0,0 days 01:29:24.709000,Ferrari,VET,1,True
0 days 01:32:18.403000,5,0 days 00:01:26.983000,55,,,0 days 00:00:29.103000,0 days 00:00:23.440000,0 days 00:00:34.440000,0 days 01:31:20.523000,0 days 01:31:43.963000,0 days 01:32:18.403000,274.0,286.0,279.0,284.0,False,SOFT,29.0,True,2.0,0 days 01:30:51.420000,Ferrari,VET,1,True
0 days 01:33:45.639000,5,0 days 00:01:27.236000,56,,,0 days 00:00:29.154000,0 days 00:00:23.391000,0 days 00:00:34.691000,0 days 01:32:47.557000,0 days 01:33:10.948000,0 days 01:33:45.639000,,290.0,281.0,,False,SOFT,30.0,True,2.0,0 days 01:32:18.403000,Ferrari,VET,1,True
0 days 01:35:12.629000,5,0 days 00:01:26.990000,57,,,0 days 00:00:29.017000,0 days 00:00:23.412000,0 days 00:00:34.561000,0 days 01:34:14.656000,0 days 01:34:38.068000,0 days 01:35:12.629000,276.0,289.0,279.0,286.0,False,SOFT,31.0,True,2.0,0 days 01:33:45.639000,Ferrari,VET,1,True
0 days 01:36:41.492000,5,0 days 00:01:28.863000,58,,,0 days 00:00:29.357000,0 days 00:00:23.597000,0 days 00:00:35.909000,0 days 01:35:41.986000,0 days 01:36:05.583000,0 days 01:36:41.492000,271.0,289.0,219.0,284.0,False,SOFT,32.0,True,2.0,0 days 01:35:12.629000,Ferrari,VET,1,True
0 days 00:08:42.414000,44,,1,0 days 00:00:04.103000,,,0 days 00:00:23.820000,0 days 00:00:35.564000,,0 days 00:08:07.280000,0 days 00:08:42.516000,272.0,289.0,279.0,237.0,False,,,,,0 days 00:07:07.988000,Mercedes,HAM,1,False
0 days 00:10:12.679000,44,0 days 00:01:30.265000,2,,,0 days 00:00:30.261000,0 days 00:00:24.081000,0 days 00:00:35.923000,0 days 00:09:12.675000,0 days 00:09:36.756000,0 days 00:10:12.679000,258.0,284.0,281.0,271.0,False,,,,,0 days 00:08:42.414000,Mercedes,HAM,1,True
0 days 00:11:42.488000,44,0 days 00:01:29.809000,3,,,0 days 00:00:30.055000,0 days 00:00:24.031000,0 days 00:00:35.723000,0 days 00:10:42.734000,0 days 00:11:06.765000,0 days 00:11:42.488000,256.0,284.0,282.0,275.0,False,ULTRASOFT,4.0,False,1.0,0 days 00:10:12.679000,Mercedes,HAM,1,True
0 days 00:13:11.961000,44,0 days 00:01:29.473000,4,,,0 days 00:00:29.886000,0 days 00:00:23.950000,0 days 00:00:35.637000,0 days 00:12:12.374000,0 days 00:12:36.324000,0 days 00:13:11.961000,259.0,284.0,279.0,267.0,False,ULTRASOFT,5.0,False,1.0,0 days 00:11:42.488000,Mercedes,HAM,1,True
0 days 00:14:41.122000,44,0 days 00:01:29.161000,5,,,0 days 00:00:29.719000,0 days 00:00:23.909000,0 days 00:00:35.533000,0 days 00:13:41.680000,0 days 00:14:05.589000,0 days 00:14:41.122000,266.0,288.0,280.0,273.0,False,ULTRASOFT,6.0,False,1.0,0 days 00:13:11.961000,Mercedes,HAM,1,True
0 days 00:16:11.235000,44,0 days 00:01:30.113000,6,,,0 days 00:00:29.972000,0 days 00:00:23.986000,0 days 00:00:36.155000,0 days 00:15:11.094000,0 days 00:15:35.080000,0 days 00:16:11.235000,258.0,287.0,281.0,268.0,False,ULTRASOFT,7.0,False,1.0,0 days 00:14:41.122000,Mercedes,HAM,2,True
0 days 00:17:41.255000,44,0 days 00:01:30.020000,7,,,0 days 00:00:29.909000,0 days 00:00:24.020000,0 days 00:00:36.091000,0 days 00:16:41.144000,0 days 00:17:05.164000,0 days 00:17:41.255000,262.0,283.0,281.0,271.0,False,ULTRASOFT,8.0,False,1.0,0 days 00:16:11.235000,Mercedes,HAM,2,True
0 days 00:19:10.347000,44,0 days 00:01:29.092000,8,,,0 days 00:00:29.809000,0 days 00:00:23.825000,0 days 00:00:35.458000,0 days 00:18:11.064000,0 days 00:18:34.889000,0 days 00:19:10.347000,269.0,286.0,280.0,275.0,False,ULTRASOFT,9.0,False,1.0,0 days 00:17:41.255000,Mercedes,HAM,1,True
0 days 00:20:39.417000,44,0 days 00:01:29.070000,9,,,0 days 00:00:29.668000,0 days 00:00:23.893000,0 days 00:00:35.509000,0 days 00:19:40.015000,0 days 00:20:03.908000,0 days 00:20:39.417000,,287.0,281.0,280.0,False,ULTRASOFT,10.0,False,1.0,0 days 00:19:10.347000,Mercedes,HAM,1,True
0 days 00:22:08.301000,44,0 days 00:01:28.884000,10,,,0 days 00:00:29.720000,0 days 00:00:23.809000,0 days 00:00:35.355000,0 days 00:21:09.137000,0 days 00:21:32.946000,0 days 00:22:08.301000,268.0,287.0,281.0,270.0,False,ULTRASOFT,11.0,False,1.0,0 days 00:20:39.417000,Mercedes,HAM,2,True
0 days 00:23:37.162000,44,0 days 00:01:28.861000,11,,,0 days 00:00:29.640000,0 days 00:00:23.778000,0 days 00:00:35.443000,0 days 00:22:37.941000,0 days 00:23:01.719000,0 days 00:23:37.162000,,287.0,281.0,281.0,False,ULTRASOFT,12.0,False,1.0,0 days 00:22:08.301000,Mercedes,HAM,1,True
0 days 00:25:05.491000,44,0 days 00:01:28.329000,12,,,0 days 00:00:29.521000,0 days 00:00:23.695000,0 days 00:00:35.113000,0 days 00:24:06.683000,0 days 00:24:30.378000,0 days 00:25:05.491000,269.0,289.0,283.0,292.0,False,ULTRASOFT,13.0,False,1.0,0 days 00:23:37.162000,Mercedes,HAM,1,True
0 days 00:26:34.026000,44,0 days 00:01:28.535000,13,,,0 days 00:00:29.540000,0 days 00:00:23.693000,0 days 00:00:35.302000,0 days 00:25:35.031000,0 days 00:25:58.724000,0 days 00:26:34.026000,268.0,290.0,283.0,269.0,False,ULTRASOFT,14.0,False,1.0,0 days 00:25:05.491000,Mercedes,HAM,1,True
0 days 00:28:02.124000,44,0 days 00:01:28.098000,14,,,0 days 00:00:29.393000,0 days 00:00:23.611000,0 days 00:00:35.094000,0 days 00:27:03.419000,0 days 00:27:27.030000,0 days 00:28:02.124000,269.0,289.0,283.0,278.0,False,ULTRASOFT,15.0,False,1.0,0 days 00:26:34.026000,Mercedes,HAM,1,True
0 days 00:29:30.372000,44,0 days 00:01:28.248000,15,,,0 days 00:00:29.399000,0 days 00:00:23.695000,0 days 00:00:35.154000,0 days 00:28:31.523000,0 days 00:28:55.218000,0 days 00:29:30.372000,268.0,290.0,282.0,280.0,False,ULTRASOFT,16.0,False,1.0,0 days 00:28:02.124000,Mercedes,HAM,1,True
0 days 00:30:58.509000,44,0 days 00:01:28.137000,16,,,0 days 00:00:29.455000,0 days 00:00:23.609000,0 days 00:00:35.073000,0 days 00:29:59.827000,0 days 00:30:23.436000,0 days 00:30:58.509000,271.0,291.0,283.0,274.0,False,ULTRASOFT,17.0,False,1.0,0 days 00:29:30.372000,Mercedes,HAM,1,True
0 days 00:32:26.262000,44,0 days 00:01:27.753000,17,,,0 days 00:00:29.357000,0 days 00:00:23.529000,0 days 00:00:34.867000,0 days 00:31:27.866000,0 days 00:31:51.395000,0 days 00:32:26.262000,273.0,290.0,285.0,292.0,False,ULTRASOFT,18.0,False,1.0,0 days 00:30:58.509000,Mercedes,HAM,1,True
0 days 00:33:54.114000,44,0 days 00:01:27.852000,18,,,0 days 00:00:29.393000,0 days 00:00:23.616000,0 days 00:00:34.843000,0 days 00:32:55.655000,0 days 00:33:19.271000,0 days 00:33:54.114000,275.0,290.0,285.0,281.0,False,ULTRASOFT,19.0,False,1.0,0 days 00:32:26.262000,Mercedes,HAM,1,True
0 days 00:35:39.164000,44,0 days 00:01:45.050000,19,,0 days 00:35:20.123000,0 days 00:00:29.209000,0 days 00:00:23.554000,0 days 00:00:52.287000,0 days 00:34:23.323000,0 days 00:34:46.877000,0 days 00:35:39.164000,,290.0,,296.0,False,ULTRASOFT,20.0,False,1.0,0 days 00:33:54.114000,Mercedes,HAM,1,False
0 days 00:37:12.130000,44,0 days 00:01:32.966000,20,0 days 00:35:42.209000,,0 days 00:00:35.101000,0 days 00:00:23.251000,0 days 00:00:34.614000,0 days 00:36:14.265000,0 days 00:36:37.516000,0 days 00:37:12.130000,277.0,292.0,283.0,228.0,False,SOFT,1.0,True,2.0,0 days 00:35:39.164000,Mercedes,HAM,1,False
0 days 00:38:40.084000,44,0 days 00:01:27.954000,21,,,0 days 00:00:29.285000,0 days 00:00:23.467000,0 days 00:00:35.202000,0 days 00:37:41.415000,0 days 00:38:04.882000,0 days 00:38:40.084000,262.0,288.0,283.0,276.0,False,SOFT,2.0,True,2.0,0 days 00:37:12.130000,Mercedes,HAM,1,True
0 days 00:40:08.905000,44,0 days 00:01:28.821000,22,,,0 days 00:00:29.622000,0 days 00:00:23.704000,0 days 00:00:35.495000,0 days 00:39:09.706000,0 days 00:39:33.410000,0 days 00:40:08.905000,263.0,285.0,282.0,267.0,False,SOFT,3.0,True,2.0,0 days 00:38:40.084000,Mercedes,HAM,1,True
0 days 00:41:37.133000,44,0 days 00:01:28.228000,23,,,0 days 00:00:29.533000,0 days 00:00:23.656000,0 days 00:00:35.039000,0 days 00:40:38.438000,0 days 00:41:02.094000,0 days 00:41:37.133000,266.0,290.0,283.0,273.0,False,SOFT,4.0,True,2.0,0 days 00:40:08.905000,Mercedes,HAM,1,True
