Time,DriverNumber,LapTime,LapNumber,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Stint,LapStartTime,Team,Driver,TrackStatus,IsAccurate
0 days 00:09:12.370000,5,,1,0 days 00:00:09.059000,,,0 days 00:00:40.676000,0 days 00:00:23.491000,,0 days 00:08:48.891000,0 days 00:09:12.467000,242.0,252.0,278.0,258.0,False,,,,,0 days 00:07:36.924000,Ferrari,VET,2,False
0 days 00:10:52.875000,5,0 days 00:01:40.505000,2,,,0 days 00:00:30.485000,0 days 00:00:41.467000,0 days 00:00:28.553000,0 days 00:09:42.855000,0 days 00:10:24.322000,0 days 00:10:52.875000,232.0,251.0,145.0,290.0,False,,,,,0 days 00:09:12.370000,Ferrari,VET,26,False
0 days 00:13:03.554000,5,0 days 00:02:10.679000,3,,,0 days 00:00:40.345000,0 days 00:00:55.927000,0 days 00:00:34.407000,0 days 00:11:33.220000,0 days 00:12:29.147000,0 days 00:13:03.554000,176.0,163.0,173.0,185.0,False,SUPERSOFT,4.0,False,1.0,0 days 00:10:52.875000,Ferrari,VET,6,False
0 days 00:15:00.104000,5,0 days 00:01:56.550000,4,,,0 days 00:00:40.961000,0 days 00:00:52.053000,0 days 00:00:23.536000,0 days 00:13:44.515000,0 days 00:14:36.568000,0 days 00:15:00.104000,195.0,255.0,280.0,167.0,False,SUPERSOFT,5.0,False,1.0,0 days 00:13:03.554000,Ferrari,VET,67,False
0 days 00:16:35.825000,5,0 days 00:01:35.721000,5,,,0 days 00:00:30.119000,0 days 00:00:41.261000,0 days 00:00:24.341000,0 days 00:15:30.223000,0 days 00:16:11.484000,0 days 00:16:35.825000,240.0,251.0,278.0,298.0,False,SUPERSOFT,6.0,False,1.0,0 days 00:15:00.104000,Ferrari,VET,2,True
0 days 00:18:11.194000,5,0 days 00:01:35.369000,6,,,0 days 00:00:30.443000,0 days 00:00:41.306000,0 days 00:00:23.620000,0 days 00:17:06.268000,0 days 00:17:47.574000,0 days 00:18:11.194000,233.0,252.0,278.0,290.0,False,SUPERSOFT,7.0,False,1.0,0 days 00:16:35.825000,Ferrari,VET,2,True
0 days 00:19:46.715000,5,0 days 00:01:35.521000,7,,,0 days 00:00:30.444000,0 days 00:00:41.369000,0 days 00:00:23.708000,0 days 00:18:41.638000,0 days 00:19:23.007000,0 days 00:19:46.715000,238.0,254.0,280.0,297.0,False,SUPERSOFT,8.0,False,1.0,0 days 00:18:11.194000,Ferrari,VET,1,True
0 days 00:21:22.410000,5,0 days 00:01:35.695000,8,,,0 days 00:00:30.538000,0 days 00:00:41.438000,0 days 00:00:23.719000,0 days 00:20:17.253000,0 days 00:20:58.691000,0 days 00:21:22.410000,235.0,253.0,278.0,294.0,False,SUPERSOFT,9.0,False,1.0,0 days 00:19:46.715000,Ferrari,VET,1,True
0 days 00:22:58.225000,5,0 days 00:01:35.815000,9,,,0 days 00:00:30.485000,0 days 00:00:41.504000,0 days 00:00:23.826000,0 days 00:21:52.895000,0 days 00:22:34.399000,0 days 00:22:58.225000,236.0,253.0,278.0,295.0,False,SUPERSOFT,10.0,False,1.0,0 days 00:21:22.410000,Ferrari,VET,1,True
0 days 00:24:33.946000,5,0 days 00:01:35.721000,10,,,0 days 00:00:30.504000,0 days 00:00:41.422000,0 days 00:00:23.795000,0 days 00:23:28.729000,0 days 00:24:10.151000,0 days 00:24:33.946000,235.0,253.0,279.0,294.0,False,SUPERSOFT,11.0,False,1.0,0 days 00:22:58.225000,Ferrari,VET,1,True
0 days 00:26:09.915000,5,0 days 00:01:35.969000,11,,,0 days 00:00:30.519000,0 days 00:00:41.624000,0 days 00:00:23.826000,0 days 00:25:04.465000,0 days 00:25:46.089000,0 days 00:26:09.915000,236.0,253.0,278.0,295.0,False,SUPERSOFT,12.0,False,1.0,0 days 00:24:33.946000,Ferrari,VET,2,True
0 days 00:27:46.012000,5,0 days 00:01:36.097000,12,,,0 days 00:00:30.584000,0 days 00:00:41.634000,0 days 00:00:23.879000,0 days 00:26:40.499000,0 days 00:27:22.133000,0 days 00:27:46.012000,236.0,253.0,279.0,295.0,False,SUPERSOFT,13.0,False,1.0,0 days 00:26:09.915000,Ferrari,VET,1,True
0 days 00:29:22.308000,5,0 days 00:01:36.296000,13,,,0 days 00:00:30.594000,0 days 00:00:41.738000,0 days 00:00:23.964000,0 days 00:28:16.606000,0 days 00:28:58.344000,0 days 00:29:22.308000,234.0,251.0,279.0,,False,SUPERSOFT,14.0,False,1.0,0 days 00:27:46.012000,Ferrari,VET,1,True
0 days 00:30:58.802000,5,0 days 00:01:36.494000,14,,,0 days 00:00:30.621000,0 days 00:00:41.800000,0 days 00:00:24.073000,0 days 00:29:52.929000,0 days 00:30:34.729000,0 days 00:30:58.802000,237.0,250.0,279.0,296.0,False,SUPERSOFT,15.0,False,1.0,0 days 00:29:22.308000,Ferrari,VET,1,True
0 days 00:32:35.234000,5,0 days 00:01:36.432000,15,,,0 days 00:00:30.712000,0 days 00:00:41.824000,0 days 00:00:23.896000,0 days 00:31:29.514000,0 days 00:32:11.338000,0 days 00:32:35.234000,235.0,253.0,279.0,295.0,False,SUPERSOFT,16.0,False,1.0,0 days 00:30:58.802000,Ferrari,VET,1,True
0 days 00:34:11.827000,5,0 days 00:01:36.593000,16,,,0 days 00:00:30.736000,0 days 00:00:41.864000,0 days 00:00:23.993000,0 days 00:33:05.970000,0 days 00:33:47.834000,0 days 00:34:11.827000,236.0,254.0,281.0,298.0,False,SUPERSOFT,17.0,False,1.0,0 days 00:32:35.234000,Ferrari,VET,1,True
0 days 00:35:51.137000,5,0 days 00:01:39.310000,17,,0 days 00:37:25.563000,0 days 00:00:30.692000,0 days 00:00:41.863000,0 days 00:00:26.755000,0 days 00:34:42.519000,0 days 00:35:24.382000,0 days 00:35:51.137000,237.0,254.0,,299.0,False,SUPERSOFT,18.0,False,1.0,0 days 00:34:11.827000,Ferrari,VET,1,False
0 days 00:37:45.845000,5,0 days 00:01:54.708000,18,0 days 00:37:49.988000,,0 days 00:00:50.786000,0 days 00:00:40.514000,0 days 00:00:23.408000,0 days 00:36:41.923000,0 days 00:37:22.437000,0 days 00:37:45.845000,240.0,252.0,278.0,227.0,False,SUPERSOFT,19.0,False,1.0,0 days 00:35:51.137000,Ferrari,VET,1,False
0 days 00:39:20.541000,5,0 days 00:01:34.696000,19,,,0 days 00:00:30.347000,0 days 00:00:40.965000,0 days 00:00:23.384000,0 days 00:38:16.192000,0 days 00:38:57.157000,0 days 00:39:20.541000,233.0,251.0,280.0,287.0,False,SOFT,1.0,True,2.0,0 days 00:37:45.845000,Ferrari,VET,1,True
0 days 00:40:54.994000,5,0 days 00:01:34.453000,20,,,0 days 00:00:29.980000,0 days 00:00:41.060000,0 days 00:00:23.413000,0 days 00:39:50.521000,0 days 00:40:31.581000,0 days 00:40:54.994000,239.0,249.0,280.0,297.0,True,SOFT,2.0,True,2.0,0 days 00:39:20.541000,Ferrari,VET,1,True
0 days 00:42:29.655000,5,0 days 00:01:34.661000,21,,,0 days 00:00:30.267000,0 days 00:00:40.969000,0 days 00:00:23.425000,0 days 00:41:25.261000,0 days 00:42:06.230000,0 days 00:42:29.655000,236.0,254.0,280.0,,False,SOFT,3.0,True,2.0,0 days 00:40:54.994000,Ferrari,VET,1,True
0 days 00:44:04.268000,5,0 days 00:01:34.613000,22,,,0 days 00:00:30.139000,0 days 00:00:40.969000,0 days 00:00:23.505000,0 days 00:42:59.794000,0 days 00:43:40.763000,0 days 00:44:04.268000,239.0,256.0,281.0,298.0,False,SOFT,4.0,True,2.0,0 days 00:42:29.655000,Ferrari,VET,1,True
0 days 00:45:39.301000,5,0 days 00:01:35.033000,23,,,0 days 00:00:30.217000,0 days 00:00:41.288000,0 days 00:00:23.528000,0 days 00:44:34.485000,0 days 00:45:15.773000,0 days 00:45:39.301000,237.0,254.0,285.0,297.0,False,SOFT,5.0,True,2.0,0 days 00:44:04.268000,Ferrari,VET,1,True
0 days 00:47:15.603000,5,0 days 00:01:36.302000,24,,,0 days 00:00:30.285000,0 days 00:00:41.814000,0 days 00:00:24.203000,0 days 00:46:09.586000,0 days 00:46:51.400000,0 days 00:47:15.603000,239.0,246.0,298.0,306.0,False,SOFT,6.0,True,2.0,0 days 00:45:39.301000,Ferrari,VET,1,True
0 days 00:48:50.192000,5,0 days 00:01:34.589000,25,,,0 days 00:00:29.933000,0 days 00:00:41.127000,0 days 00:00:23.529000,0 days 00:47:45.536000,0 days 00:48:26.663000,0 days 00:48:50.192000,,255.0,280.0,321.0,False,SOFT,7.0,True,2.0,0 days 00:47:15.603000,Ferrari,VET,1,True
0 days 00:50:24.919000,5,0 days 00:01:34.727000,26,,,0 days 00:00:30.261000,0 days 00:00:40.943000,0 days 00:00:23.523000,0 days 00:49:20.453000,0 days 00:50:01.396000,0 days 00:50:24.919000,238.0,255.0,280.0,297.0,False,SOFT,8.0,True,2.0,0 days 00:48:50.192000,Ferrari,VET,1,True
0 days 00:51:59.863000,5,0 days 00:01:34.944000,27,,,0 days 00:00:30.345000,0 days 00:00:41.054000,0 days 00:00:23.545000,0 days 00:50:55.264000,0 days 00:51:36.318000,0 days 00:51:59.863000,237.0,250.0,281.0,,False,SOFT,9.0,True,2.0,0 days 00:50:24.919000,Ferrari,VET,2,True
0 days 00:53:34.816000,5,0 days 00:01:34.953000,28,,,0 days 00:00:30.302000,0 days 00:00:41.222000,0 days 00:00:23.429000,0 days 00:52:30.165000,0 days 00:53:11.387000,0 days 00:53:34.816000,,250.0,283.0,299.0,False,SOFT,10.0,True,2.0,0 days 00:51:59.863000,Ferrari,VET,1,True
0 days 00:55:10.318000,5,0 days 00:01:35.502000,29,,,0 days 00:00:30.286000,0 days 00:00:41.452000,0 days 00:00:23.764000,0 days 00:54:05.102000,0 days 00:54:46.554000,0 days 00:55:10.318000,236.0,251.0,282.0,300.0,False,SOFT,11.0,True,2.0,0 days 00:53:34.816000,Ferrari,VET,1,True
0 days 00:56:45.633000,5,0 days 00:01:35.315000,30,,,0 days 00:00:30.234000,0 days 00:00:41.540000,0 days 00:00:23.541000,0 days 00:55:40.552000,0 days 00:56:22.092000,0 days 00:56:45.633000,237.0,250.0,281.0,299.0,False,SOFT,12.0,True,2.0,0 days 00:55:10.318000,Ferrari,VET,1,True
0 days 00:58:20.520000,5,0 days 00:01:34.887000,31,,,0 days 00:00:30.320000,0 days 00:00:41.097000,0 days 00:00:23.470000,0 days 00:57:15.953000,0 days 00:57:57.050000,0 days 00:58:20.520000,,254.0,282.0,296.0,False,SOFT,13.0,True,2.0,0 days 00:56:45.633000,Ferrari,VET,1,True
0 days 00:59:55.400000,5,0 days 00:01:34.880000,32,,,0 days 00:00:30.291000,0 days 00:00:41.050000,0 days 00:00:23.539000,0 days 00:58:50.811000,0 days 00:59:31.861000,0 days 00:59:55.400000,235.0,252.0,283.0,298.0,False,SOFT,14.0,True,2.0,0 days 00:58:20.520000,Ferrari,VET,1,True
0 days 01:01:30.489000,5,0 days 00:01:35.089000,33,,,0 days 00:00:30.207000,0 days 00:00:41.224000,0 days 00:00:23.658000,0 days 01:00:25.607000,0 days 01:01:06.831000,0 days 01:01:30.489000,238.0,252.0,289.0,,False,SOFT,15.0,True,2.0,0 days 00:59:55.400000,Ferrari,VET,1,True
0 days 01:03:05.218000,5,0 days 00:01:34.729000,34,,,0 days 00:00:30.254000,0 days 00:00:41.105000,0 days 00:00:23.370000,0 days 01:02:00.743000,0 days 01:02:41.848000,0 days 01:03:05.218000,,253.0,284.0,292.0,False,SOFT,16.0,True,2.0,0 days 01:01:30.489000,Ferrari,VET,1,True
0 days 01:04:40.030000,5,0 days 00:01:34.812000,35,,,0 days 00:00:30.127000,0 days 00:00:41.266000,0 days 00:00:23.419000,0 days 01:03:35.345000,0 days 01:04:16.611000,0 days 01:04:40.030000,237.0,254.0,282.0,299.0,False,SOFT,17.0,True,2.0,0 days 01:03:05.218000,Ferrari,VET,1,True
0 days 01:06:14.621000,5,0 days 00:01:34.591000,36,,,0 days 00:00:30.192000,0 days 00:00:40.926000,0 days 00:00:23.473000,0 days 01:05:10.222000,0 days 01:05:51.148000,0 days 01:06:14.621000,,251.0,282.0,296.0,False,SOFT,18.0,True,2.0,0 days 01:04:40.030000,Ferrari,VET,1,True
0 days 01:07:49.218000,5,0 days 00:01:34.597000,37,,,0 days 00:00:30.149000,0 days 00:00:41.091000,0 days 00:00:23.357000,0 days 01:06:44.770000,0 days 01:07:25.861000,0 days 01:07:49.218000,238.0,252.0,283.0,297.0,False,SOFT,19.0,True,2.0,0 days 01:06:14.621000,Ferrari,VET,1,True
0 days 01:09:23.966000,5,0 days 00:01:34.748000,38,,,0 days 00:00:30.333000,0 days 00:00:41.032000,0 days 00:00:23.383000,0 days 01:08:19.551000,0 days 01:09:00.583000,0 days 01:09:23.966000,236.0,251.0,284.0,300.0,False,SOFT,20.0,True,2.0,0 days 01:07:49.218000,Ferrari,VET,1,True
0 days 01:10:58.766000,5,0 days 00:01:34.800000,39,,,0 days 00:00:30.197000,0 days 00:00:41.178000,0 days 00:00:23.425000,0 days 01:09:54.163000,0 days 01:10:35.341000,0 days 01:10:58.766000,239.0,253.0,284.0,301.0,False,SOFT,21.0,True,2.0,0 days 01:09:23.966000,Ferrari,VET,1,True
0 days 01:12:33.843000,5,0 days 00:01:35.077000,40,,,0 days 00:00:30.316000,0 days 00:00:41.346000,0 days 00:00:23.415000,0 days 01:11:29.082000,0 days 01:12:10.428000,0 days 01:12:33.843000,238.0,251.0,283.0,,False,SOFT,22.0,True,2.0,0 days 01:10:58.766000,Ferrari,VET,2,True
0 days 01:14:08.828000,5,0 days 00:01:34.985000,41,,,0 days 00:00:30.304000,0 days 00:00:41.190000,0 days 00:00:23.491000,0 days 01:13:04.147000,0 days 01:13:45.337000,0 days 01:14:08.828000,237.0,251.0,283.0,298.0,False,SOFT,23.0,True,2.0,0 days 01:12:33.843000,Ferrari,VET,2,True
0 days 01:15:43.906000,5,0 days 00:01:35.078000,42,,,0 days 00:00:30.278000,0 days 00:00:41.324000,0 days 00:00:23.476000,0 days 01:14:39.106000,0 days 01:15:20.430000,0 days 01:15:43.906000,,251.0,284.0,297.0,False,SOFT,24.0,True,2.0,0 days 01:14:08.828000,Ferrari,VET,1,True
0 days 01:17:19.047000,5,0 days 00:01:35.141000,43,,,0 days 00:00:30.373000,0 days 00:00:41.288000,0 days 00:00:23.480000,0 days 01:16:14.279000,0 days 01:16:55.567000,0 days 01:17:19.047000,,249.0,285.0,296.0,False,SOFT,25.0,True,2.0,0 days 01:15:43.906000,Ferrari,VET,1,True
0 days 01:18:54.529000,5,0 days 00:01:35.482000,44,,,0 days 00:00:30.412000,0 days 00:00:41.446000,0 days 00:00:23.624000,0 days 01:17:49.459000,0 days 01:18:30.905000,0 days 01:18:54.529000,236.0,253.0,285.0,299.0,False,SOFT,26.0,True,2.0,0 days 01:17:19.047000,Ferrari,VET,1,True
0 days 01:20:29.966000,5,0 days 00:01:35.437000,45,,,0 days 00:00:30.474000,0 days 00:00:41.452000,0 days 00:00:23.511000,0 days 01:19:25.003000,0 days 01:20:06.455000,0 days 01:20:29.966000,238.0,252.0,286.0,298.0,False,SOFT,27.0,True,2.0,0 days 01:18:54.529000,Ferrari,VET,1,True
0 days 01:22:04.985000,5,0 days 00:01:35.019000,46,,,0 days 00:00:30.421000,0 days 00:00:41.159000,0 days 00:00:23.439000,0 days 01:21:00.387000,0 days 01:21:41.546000,0 days 01:22:04.985000,239.0,251.0,288.0,299.0,False,SOFT,28.0,True,2.0,0 days 01:20:29.966000,Ferrari,VET,1,True
0 days 01:23:40.251000,5,0 days 00:01:35.266000,47,,,0 days 00:00:30.305000,0 days 00:00:41.400000,0 days 00:00:23.561000,0 days 01:22:35.290000,0 days 01:23:16.690000,0 days 01:23:40.251000,237.0,248.0,285.0,307.0,False,SOFT,29.0,True,2.0,0 days 01:22:04.985000,Ferrari,VET,1,True
0 days 01:25:15.553000,5,0 days 00:01:35.302000,48,,,0 days 00:00:30.468000,0 days 00:00:41.256000,0 days 00:00:23.578000,0 days 01:24:10.719000,0 days 01:24:51.975000,0 days 01:25:15.553000,240.0,251.0,284.0,299.0,False,SOFT,30.0,True,2.0,0 days 01:23:40.251000,Ferrari,VET,1,True
0 days 01:26:50.887000,5,0 days 00:01:35.334000,49,,,0 days 00:00:30.379000,0 days 00:00:41.411000,0 days 00:00:23.544000,0 days 01:25:45.932000,0 days 01:26:27.343000,0 days 01:26:50.887000,242.0,251.0,286.0,300.0,False,SOFT,31.0,True,2.0,0 days 01:25:15.553000,Ferrari,VET,1,True
0 days 01:28:26.293000,5,0 days 00:01:35.406000,50,,,0 days 00:00:30.469000,0 days 00:00:41.433000,0 days 00:00:23.504000,0 days 01:27:21.356000,0 days 01:28:02.789000,0 days 01:28:26.293000,241.0,251.0,286.0,299.0,False,SOFT,32.0,True,2.0,0 days 01:26:50.887000,Ferrari,VET,1,True
0 days 01:30:01.705000,5,0 days 00:01:35.412000,51,,,0 days 00:00:30.503000,0 days 00:00:41.393000,0 days 00:00:23.516000,0 days 01:28:56.796000,0 days 01:29:38.189000,0 days 01:30:01.705000,,250.0,286.0,300.0,False,SOFT,33.0,True,2.0,0 days 01:28:26.293000,Ferrari,VET,1,True
0 days 01:31:37.510000,5,0 days 00:01:35.805000,52,,,0 days 00:00:30.536000,0 days 00:00:41.540000,0 days 00:00:23.729000,0 days 01:30:32.241000,0 days 01:31:13.781000,0 days 01:31:37.510000,242.0,249.0,285.0,,False,SOFT,34.0,True,2.0,0 days 01:30:01.705000,Ferrari,VET,1,True
0 days 01:33:13.288000,5,0 days 00:01:35.778000,53,,,0 days 00:00:30.653000,0 days 00:00:41.463000,0 days 00:00:23.662000,0 days 01:32:08.163000,0 days 01:32:49.626000,0 days 01:33:13.288000,,253.0,285.0,301.0,False,SOFT,35.0,True,2.0,0 days 01:31:37.510000,Ferrari,VET,1,True
0 days 01:34:49.235000,5,0 days 00:01:35.947000,54,,,0 days 00:00:30.544000,0 days 00:00:41.746000,0 days 00:00:23.657000,0 days 01:33:43.832000,0 days 01:34:25.578000,0 days 01:34:49.235000,241.0,252.0,287.0,302.0,False,SOFT,36.0,True,2.0,0 days 01:33:13.288000,Ferrari,VET,1,True
0 days 01:36:25.860000,5,0 days 00:01:36.625000,55,,,0 days 00:00:30.917000,0 days 00:00:41.854000,0 days 00:00:23.854000,0 days 01:35:20.152000,0 days 01:36:02.006000,0 days 01:36:25.860000,242.0,251.0,284.0,305.0,False,SOFT,37.0,True,2.0,0 days 01:34:49.235000,Ferrari,VET,1,True
0 days 01:38:02.893000,5,0 days 00:01:37.033000,56,,,0 days 00:00:31.026000,0 days 00:00:41.946000,0 days 00:00:24.061000,0 days 01:36:56.886000,0 days 01:37:38.832000,0 days 01:38:02.893000,239.0,250.0,284.0,,False,SOFT,38.0,True,2.0,0 days 01:36:25.860000,Ferrari,VET,1,True
0 days 00:09:13.832000,77,,1,0 days 00:00:09.059000,,,0 days 00:00:41.160000,0 days 00:00:23.569000,,0 days 00:08:50.286000,0 days 00:09:13.920000,242.0,259.0,282.0,261.0,False,,,,,0 days 00:07:36.924000,Mercedes,BOT,2,False
0 days 00:10:55.373000,77,0 days 00:01:41.541000,2,,,0 days 00:00:30.287000,0 days 00:00:41.638000,0 days 00:00:29.616000,0 days 00:09:44.119000,0 days 00:10:25.757000,0 days 00:10:55.373000,236.0,253.0,145.0,304.0,False,SUPERSOFT,4.0,False,1.0,0 days 00:09:13.832000,Mercedes,BOT,26,False
0 days 00:13:04.676000,77,0 days 00:02:09.303000,3,,,0 days 00:00:39.842000,0 days 00:00:55.469000,0 days 00:00:33.992000,0 days 00:11:35.215000,0 days 00:12:30.684000,0 days 00:13:04.676000,217.0,181.0,148.0,167.0,False,SUPERSOFT,5.0,False,1.0,0 days 00:10:55.373000,Mercedes,BOT,6,False
0 days 00:15:01.432000,77,0 days 00:01:56.756000,4,,,0 days 00:00:40.769000,0 days 00:00:52.028000,0 days 00:00:23.959000,0 days 00:13:45.445000,0 days 00:14:37.473000,0 days 00:15:01.432000,176.0,262.0,280.0,144.0,False,SUPERSOFT,6.0,False,1.0,0 days 00:13:04.676000,Mercedes,BOT,67,False
0 days 00:16:37.761000,77,0 days 00:01:36.329000,5,,,0 days 00:00:30.405000,0 days 00:00:41.567000,0 days 00:00:24.357000,0 days 00:15:31.837000,0 days 00:16:13.404000,0 days 00:16:37.761000,235.0,252.0,281.0,307.0,False,SUPERSOFT,7.0,False,1.0,0 days 00:15:01.432000,Mercedes,BOT,2,True
0 days 00:18:13.453000,77,0 days 00:01:35.692000,6,,,0 days 00:00:30.327000,0 days 00:00:41.765000,0 days 00:00:23.600000,0 days 00:17:08.088000,0 days 00:17:49.853000,0 days 00:18:13.453000,237.0,252.0,281.0,295.0,False,SUPERSOFT,8.0,False,1.0,0 days 00:16:37.761000,Mercedes,BOT,2,True
0 days 00:19:49.209000,77,0 days 00:01:35.756000,7,,,0 days 00:00:30.375000,0 days 00:00:41.711000,0 days 00:00:23.670000,0 days 00:18:43.828000,0 days 00:19:25.539000,0 days 00:19:49.209000,238.0,253.0,281.0,298.0,False,SUPERSOFT,9.0,False,1.0,0 days 00:18:13.453000,Mercedes,BOT,1,True
0 days 00:21:25.148000,77,0 days 00:01:35.939000,8,,,0 days 00:00:30.416000,0 days 00:00:41.822000,0 days 00:00:23.701000,0 days 00:20:19.625000,0 days 00:21:01.447000,0 days 00:21:25.148000,236.0,251.0,281.0,306.0,False,SUPERSOFT,10.0,False,1.0,0 days 00:19:49.209000,Mercedes,BOT,1,True
0 days 00:23:01.033000,77,0 days 00:01:35.885000,9,,,0 days 00:00:30.321000,0 days 00:00:41.841000,0 days 00:00:23.723000,0 days 00:21:55.469000,0 days 00:22:37.310000,0 days 00:23:01.033000,237.0,253.0,281.0,298.0,False,SUPERSOFT,11.0,False,1.0,0 days 00:21:25.148000,Mercedes,BOT,1,True
0 days 00:24:36.958000,77,0 days 00:01:35.925000,10,,,0 days 00:00:30.417000,0 days 00:00:41.816000,0 days 00:00:23.692000,0 days 00:23:31.450000,0 days 00:24:13.266000,0 days 00:24:36.958000,238.0,253.0,281.0,305.0,False,SUPERSOFT,12.0,False,1.0,0 days 00:23:01.033000,Mercedes,BOT,1,True
0 days 00:26:13.225000,77,0 days 00:01:36.267000,11,,,0 days 00:00:30.458000,0 days 00:00:42.028000,0 days 00:00:23.781000,0 days 00:25:07.416000,0 days 00:25:49.444000,0 days 00:26:13.225000,237.0,249.0,280.0,303.0,False,SUPERSOFT,13.0,False,1.0,0 days 00:24:36.958000,Mercedes,BOT,2,True
0 days 00:27:49.296000,77,0 days 00:01:36.071000,12,,,0 days 00:00:30.413000,0 days 00:00:41.844000,0 days 00:00:23.814000,0 days 00:26:43.638000,0 days 00:27:25.482000,0 days 00:27:49.296000,237.0,251.0,281.0,302.0,False,SUPERSOFT,14.0,False,1.0,0 days 00:26:13.225000,Mercedes,BOT,1,True
0 days 00:29:25.570000,77,0 days 00:01:36.274000,13,,,0 days 00:00:30.456000,0 days 00:00:41.946000,0 days 00:00:23.872000,0 days 00:28:19.752000,0 days 00:29:01.698000,0 days 00:29:25.570000,238.0,257.0,281.0,,False,SUPERSOFT,15.0,False,1.0,0 days 00:27:49.296000,Mercedes,BOT,1,True
0 days 00:31:01.777000,77,0 days 00:01:36.207000,14,,,0 days 00:00:30.448000,0 days 00:00:41.963000,0 days 00:00:23.796000,0 days 00:29:56.018000,0 days 00:30:37.981000,0 days 00:31:01.777000,241.0,255.0,281.0,304.0,False,SUPERSOFT,16.0,False,1.0,0 days 00:29:25.570000,Mercedes,BOT,1,True
0 days 00:32:38.073000,77,0 days 00:01:36.296000,15,,,0 days 00:00:30.480000,0 days 00:00:41.970000,0 days 00:00:23.846000,0 days 00:31:32.257000,0 days 00:32:14.227000,0 days 00:32:38.073000,,256.0,281.0,,False,SUPERSOFT,17.0,False,1.0,0 days 00:31:01.777000,Mercedes,BOT,1,True
0 days 00:34:14.157000,77,0 days 00:01:36.084000,16,,,0 days 00:00:30.400000,0 days 00:00:41.790000,0 days 00:00:23.894000,0 days 00:33:08.473000,0 days 00:33:50.263000,0 days 00:34:14.157000,239.0,259.0,282.0,305.0,False,SUPERSOFT,18.0,False,1.0,0 days 00:32:38.073000,Mercedes,BOT,1,True
0 days 00:35:50.521000,77,0 days 00:01:36.364000,17,,,0 days 00:00:30.453000,0 days 00:00:42.078000,0 days 00:00:23.833000,0 days 00:34:44.610000,0 days 00:35:26.688000,0 days 00:35:50.521000,240.0,255.0,280.0,306.0,False,SUPERSOFT,19.0,False,1.0,0 days 00:34:14.157000,Mercedes,BOT,1,True
0 days 00:37:26.846000,77,0 days 00:01:36.325000,18,,,0 days 00:00:30.496000,0 days 00:00:42.017000,0 days 00:00:23.812000,0 days 00:36:21.017000,0 days 00:37:03.034000,0 days 00:37:26.846000,,254.0,280.0,303.0,False,SUPERSOFT,20.0,False,1.0,0 days 00:35:50.521000,Mercedes,BOT,1,True
0 days 00:39:06.190000,77,0 days 00:01:39.344000,19,,0 days 00:40:40.566000,0 days 00:00:30.609000,0 days 00:00:41.920000,0 days 00:00:26.815000,0 days 00:37:57.455000,0 days 00:38:39.375000,0 days 00:39:06.190000,,255.0,,,False,SUPERSOFT,21.0,False,1.0,0 days 00:37:26.846000,Mercedes,BOT,1,False
0 days 00:41:02.773000,77,0 days 00:01:56.583000,20,0 days 00:41:07.198000,,0 days 00:00:52.525000,0 days 00:00:40.798000,0 days 00:00:23.260000,0 days 00:39:58.715000,0 days 00:40:39.513000,0 days 00:41:02.773000,239.0,253.0,282.0,220.0,False,SUPERSOFT,22.0,False,1.0,0 days 00:39:06.190000,Mercedes,BOT,1,False
0 days 00:42:36.513000,77,0 days 00:01:33.740000,21,,,0 days 00:00:29.924000,0 days 00:00:40.676000,0 days 00:00:23.140000,0 days 00:41:32.697000,0 days 00:42:13.373000,0 days 00:42:36.513000,241.0,252.0,282.0,288.0,True,MEDIUM,1.0,True,2.0,0 days 00:41:02.773000,Mercedes,BOT,1,True
0 days 00:44:11.242000,77,0 days 00:01:34.729000,22,,,0 days 00:00:30.275000,0 days 00:00:41.194000,0 days 00:00:23.260000,0 days 00:43:06.788000,0 days 00:43:47.982000,0 days 00:44:11.242000,,254.0,282.0,293.0,False,MEDIUM,2.0,True,2.0,0 days 00:42:36.513000,Mercedes,BOT,1,True
0 days 00:45:45.828000,77,0 days 00:01:34.586000,23,,,0 days 00:00:30.072000,0 days 00:00:41.210000,0 days 00:00:23.304000,0 days 00:44:41.314000,0 days 00:45:22.524000,0 days 00:45:45.828000,242.0,251.0,282.0,297.0,False,MEDIUM,3.0,True,2.0,0 days 00:44:11.242000,Mercedes,BOT,1,True
0 days 00:47:20.258000,77,0 days 00:01:34.430000,24,,,0 days 00:00:30.021000,0 days 00:00:41.106000,0 days 00:00:23.303000,0 days 00:46:15.849000,0 days 00:46:56.955000,0 days 00:47:20.258000,240.0,256.0,282.0,304.0,False,MEDIUM,4.0,True,2.0,0 days 00:45:45.828000,Mercedes,BOT,1,True
0 days 00:48:55.270000,77,0 days 00:01:35.012000,25,,,0 days 00:00:30.252000,0 days 00:00:41.305000,0 days 00:00:23.455000,0 days 00:47:50.510000,0 days 00:48:31.815000,0 days 00:48:55.270000,241.0,257.0,282.0,301.0,False,MEDIUM,5.0,True,2.0,0 days 00:47:20.258000,Mercedes,BOT,1,True
