Time,DriverNumber,LapTime,LapNumber,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Stint,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate
0 days 00:35:08.193000,77,,1,0 days 00:00:05.041000,,,0 days 00:00:41.905000,0 days 00:00:18.115000,,0 days 00:34:50.108000,0 days 00:35:08.397000,271.0,301.0,259.0,298.0,False,SOFT,4.0,False,1,0 days 00:33:33.441000,Mercedes,BOT,1,False,2019-10-13 05:13:33.764
0 days 00:36:42.793000,77,0 days 00:01:34.600000,2,,,0 days 00:00:33.798000,0 days 00:00:42.490000,0 days 00:00:18.312000,0 days 00:35:41.991000,0 days 00:36:24.481000,0 days 00:36:42.793000,265.0,302.0,259.0,297.0,False,SOFT,5.0,False,1,0 days 00:35:08.193000,Mercedes,BOT,1,True,2019-10-13 05:15:08.516
0 days 00:38:16.988000,77,0 days 00:01:34.195000,3,,,0 days 00:00:33.801000,0 days 00:00:42.142000,0 days 00:00:18.252000,0 days 00:37:16.594000,0 days 00:37:58.736000,0 days 00:38:16.988000,267.0,302.0,261.0,297.0,False,SOFT,6.0,False,1,0 days 00:36:42.793000,Mercedes,BOT,1,True,2019-10-13 05:16:43.116
0 days 00:39:51.484000,77,0 days 00:01:34.496000,4,,,0 days 00:00:33.757000,0 days 00:00:42.311000,0 days 00:00:18.428000,0 days 00:38:50.745000,0 days 00:39:33.056000,0 days 00:39:51.484000,,301.0,258.0,293.0,False,SOFT,7.0,False,1,0 days 00:38:16.988000,Mercedes,BOT,2,True,2019-10-13 05:18:17.311
0 days 00:41:25.868000,77,0 days 00:01:34.384000,5,,,0 days 00:00:33.580000,0 days 00:00:42.363000,0 days 00:00:18.441000,0 days 00:40:25.064000,0 days 00:41:07.427000,0 days 00:41:25.868000,269.0,301.0,258.0,295.0,False,SOFT,8.0,False,1,0 days 00:39:51.484000,Mercedes,BOT,1,True,2019-10-13 05:19:51.807
0 days 00:43:00.212000,77,0 days 00:01:34.344000,6,,,0 days 00:00:33.696000,0 days 00:00:42.321000,0 days 00:00:18.327000,0 days 00:41:59.564000,0 days 00:42:41.885000,0 days 00:43:00.212000,,302.0,259.0,295.0,False,SOFT,9.0,False,1,0 days 00:41:25.868000,Mercedes,BOT,1,True,2019-10-13 05:21:26.191
0 days 00:44:34.881000,77,0 days 00:01:34.669000,7,,,0 days 00:00:33.881000,0 days 00:00:42.449000,0 days 00:00:18.339000,0 days 00:43:34.093000,0 days 00:44:16.542000,0 days 00:44:34.881000,266.0,302.0,261.0,300.0,False,SOFT,10.0,False,1,0 days 00:43:00.212000,Mercedes,BOT,1,True,2019-10-13 05:23:00.535
0 days 00:46:09.816000,77,0 days 00:01:34.935000,8,,,0 days 00:00:34.119000,0 days 00:00:42.436000,0 days 00:00:18.380000,0 days 00:45:09,0 days 00:45:51.436000,0 days 00:46:09.816000,268.0,301.0,260.0,294.0,False,SOFT,11.0,False,1,0 days 00:44:34.881000,Mercedes,BOT,1,True,2019-10-13 05:24:35.204
0 days 00:47:44.468000,77,0 days 00:01:34.652000,9,,,0 days 00:00:33.750000,0 days 00:00:42.456000,0 days 00:00:18.446000,0 days 00:46:43.566000,0 days 00:47:26.022000,0 days 00:47:44.468000,267.0,302.0,261.0,295.0,False,SOFT,12.0,False,1,0 days 00:46:09.816000,Mercedes,BOT,1,True,2019-10-13 05:26:10.139
0 days 00:49:19.155000,77,0 days 00:01:34.687000,10,,,0 days 00:00:33.821000,0 days 00:00:42.484000,0 days 00:00:18.382000,0 days 00:48:18.289000,0 days 00:49:00.773000,0 days 00:49:19.155000,270.0,302.0,259.0,298.0,False,SOFT,13.0,False,1,0 days 00:47:44.468000,Mercedes,BOT,1,True,2019-10-13 05:27:44.791
0 days 00:50:53.804000,77,0 days 00:01:34.649000,11,,,0 days 00:00:33.929000,0 days 00:00:42.343000,0 days 00:00:18.377000,0 days 00:49:53.084000,0 days 00:50:35.427000,0 days 00:50:53.804000,269.0,301.0,259.0,295.0,False,SOFT,14.0,False,1,0 days 00:49:19.155000,Mercedes,BOT,1,True,2019-10-13 05:29:19.478
0 days 00:52:28.355000,77,0 days 00:01:34.551000,12,,,0 days 00:00:33.786000,0 days 00:00:42.537000,0 days 00:00:18.228000,0 days 00:51:27.590000,0 days 00:52:10.127000,0 days 00:52:28.355000,265.0,302.0,261.0,299.0,False,SOFT,15.0,False,1,0 days 00:50:53.804000,Mercedes,BOT,1,True,2019-10-13 05:30:54.127
0 days 00:54:02.963000,77,0 days 00:01:34.608000,13,,,0 days 00:00:33.823000,0 days 00:00:42.459000,0 days 00:00:18.326000,0 days 00:53:02.178000,0 days 00:53:44.637000,0 days 00:54:02.963000,270.0,301.0,262.0,298.0,False,SOFT,16.0,False,1,0 days 00:52:28.355000,Mercedes,BOT,1,True,2019-10-13 05:32:28.678
0 days 00:55:37.371000,77,0 days 00:01:34.408000,14,,,0 days 00:00:33.709000,0 days 00:00:42.383000,0 days 00:00:18.316000,0 days 00:54:36.672000,0 days 00:55:19.055000,0 days 00:55:37.371000,271.0,302.0,262.0,297.0,False,SOFT,17.0,False,1,0 days 00:54:02.963000,Mercedes,BOT,1,True,2019-10-13 05:34:03.286
0 days 00:57:11.917000,77,0 days 00:01:34.546000,15,,,0 days 00:00:33.683000,0 days 00:00:42.374000,0 days 00:00:18.489000,0 days 00:56:11.054000,0 days 00:56:53.428000,0 days 00:57:11.917000,270.0,301.0,260.0,296.0,False,SOFT,18.0,False,1,0 days 00:55:37.371000,Mercedes,BOT,1,True,2019-10-13 05:35:37.694
0 days 00:58:46.615000,77,0 days 00:01:34.698000,16,,,0 days 00:00:33.768000,0 days 00:00:42.503000,0 days 00:00:18.427000,0 days 00:57:45.685000,0 days 00:58:28.188000,0 days 00:58:46.615000,269.0,301.0,259.0,297.0,False,SOFT,19.0,False,1,0 days 00:57:11.917000,Mercedes,BOT,1,True,2019-10-13 05:37:12.240
0 days 01:00:23.064000,77,0 days 00:01:36.449000,17,,0 days 01:00:21.831000,0 days 00:00:33.550000,0 days 00:00:42.200000,0 days 00:00:20.699000,0 days 00:59:20.165000,0 days 01:00:02.365000,0 days 01:00:23.064000,270.0,301.0,,300.0,False,SOFT,20.0,False,1,0 days 00:58:46.615000,Mercedes,BOT,1,False,2019-10-13 05:38:46.938
